Payout Date,Status,Charges,Refunds,Adjustments,Marketplace Sales Tax,Advances,Reserved Funds,Fees,Retried Amount,Total,Currency,Bank Reference
2025-02-17,paid,411.87,0.00,0.00,0.00,0.00,0.00,15.40,0.00,396.47,USD,1040336703807
2025-02-17,paid,80.39,0.00,0.00,0.00,0.00,0.00,11.81,0.00,68.58,USD,AYSDF4OZX9WZ8O5
2025-02-16,paid,76.14,-32.79,0.00,0.00,0.00,0.00,2.28,0.00,41.07,USD,1040317440813
2025-02-15,paid,54.89,0.00,0.00,0.00,0.00,0.00,1.73,0.00,53.16,USD,1040297281193
2025-02-14,paid,471.96,-4.20,0.00,0.00,0.00,0.00,15.44,0.00,452.32,USD,091000012548202
2025-02-13,paid,213.30,0.00,0.00,0.00,0.00,0.00,7.35,0.00,205.95,USD,1040253618862
2025-02-13,paid,923.19,0.00,0.00,0.00,0.00,0.00,27.01,0.00,896.18,USD,091000016251392
2025-02-12,paid,162.75,0.00,0.00,0.00,0.00,0.00,4.53,0.00,158.22,USD,1040232958025
2025-02-12,paid,58.34,0.00,0.00,0.00,0.00,0.00,3.74,0.00,54.60,USD,DXMEH8BA825L0J5
2025-02-12,paid,279.67,-7.02,0.00,0.00,0.00,0.00,10.65,0.00,262.00,USD,091000014617828
2025-02-11,paid,52.34,0.00,0.00,0.00,0.00,0.00,2.32,0.00,50.02,USD,1040212241045
2025-02-11,paid,1250.86,0.00,0.00,0.00,0.00,0.00,38.90,0.00,1211.96,USD,091000015989020
2025-02-10,paid,338.10,0.00,0.00,0.00,0.00,0.00,11.90,0.00,326.20,USD,1040190562388
2025-02-10,paid,93.62,0.00,0.00,0.00,0.00,0.00,5.82,0.00,87.80,USD,WMXYT5TXYZ4YT3X
2025-02-10,paid,463.45,0.00,0.00,-9.92,0.00,0.00,13.85,0.00,439.68,USD,091000014757193
2025-02-09,paid,275.04,0.00,0.00,0.00,0.00,0.00,10.73,0.00,264.31,USD,1040169536530
2025-02-09,paid,126.12,0.00,0.00,0.00,0.00,0.00,8.04,0.00,118.08,USD,BNHJYP9MDFHQYR2
2025-02-08,paid,393.29,0.00,0.00,0.00,0.00,0.00,11.92,0.00,381.37,USD,1040149136518
2025-02-07,paid,165.10,0.00,0.00,0.00,0.00,0.00,5.68,0.00,159.42,USD,1040125931651
2025-02-07,paid,385.52,0.00,0.00,0.00,0.00,0.00,14.57,0.00,370.95,USD,091000019833156
2025-02-06,paid,114.55,0.00,0.00,0.00,0.00,0.00,4.49,0.00,110.06,USD,1040104438061
2025-02-06,paid,454.07,0.00,4.96,-14.62,0.00,0.00,15.01,0.00,429.40,USD,091000017072380
2025-02-05,paid,100.36,0.00,0.00,0.00,0.00,0.00,3.21,0.00,97.15,USD,1040083422173
2025-02-05,paid,87.98,0.00,0.00,0.00,0.00,0.00,5.79,0.00,82.19,USD,6SBQIA6JLWYTTSM
2025-02-05,paid,333.92,0.00,0.00,0.00,0.00,0.00,11.90,0.00,322.02,USD,091000016491855
2025-02-04,paid,293.25,0.00,0.00,0.00,0.00,0.00,11.28,0.00,281.97,USD,1040062100128
2025-02-04,paid,2082.63,0.00,0.00,0.00,0.00,0.00,74.22,0.00,2008.41,USD,091000015881839
2025-02-03,paid,131.30,0.00,0.00,0.00,0.00,0.00,4.82,0.00,126.48,USD,1040039247902
2025-02-03,paid,278.60,0.00,0.00,0.00,0.00,0.00,8.45,0.00,270.15,USD,091000012463745
2025-02-02,paid,157.95,0.00,0.00,0.00,0.00,0.00,5.70,0.00,152.25,USD,1040017691545
2025-02-02,paid,167.19,-8.99,0.00,0.00,0.00,0.00,10.47,0.00,147.73,USD,8PFX6CGQF1ODQIH
2025-02-01,paid,257.79,0.00,0.00,0.00,0.00,0.00,9.69,0.00,248.10,USD,1039992579581
2025-01-31,paid,87.99,0.00,0.00,0.00,0.00,0.00,3.56,0.00,84.43,USD,1039968921428
2025-01-31,paid,744.70,-19.45,0.00,0.00,0.00,0.00,21.02,0.00,704.23,USD,091000016163695
2025-01-30,paid,636.81,0.00,0.00,0.00,0.00,0.00,21.89,0.00,614.92,USD,1039947715306
2025-01-30,paid,112.00,0.00,0.00,0.00,0.00,0.00,6.91,0.00,105.09,USD,8YPSYVLHEWZ1M8M
2025-01-30,paid,855.53,0.00,0.00,0.00,0.00,0.00,28.30,0.00,827.23,USD,091000017959789
2025-01-29,paid,170.54,0.00,0.00,0.00,0.00,0.00,6.93,0.00,163.61,USD,1039927068222
2025-01-29,paid,609.71,0.00,0.00,0.00,0.00,0.00,17.66,0.00,592.05,USD,091000015588312
2025-01-28,paid,57.34,0.00,0.00,0.00,0.00,0.00,2.49,0.00,54.85,USD,1039906001047
2025-01-28,paid,580.97,0.00,0.00,0.00,0.00,0.00,19.87,0.00,561.10,USD,091000014734320
2025-01-27,paid,262.05,0.00,0.00,0.00,0.00,0.00,8.94,0.00,253.11,USD,1039884897014
2025-01-27,paid,255.70,0.00,0.00,0.00,0.00,0.00,15.39,0.00,240.31,USD,021SVFB58091U0G
2025-01-27,paid,76.14,0.00,0.00,0.00,0.00,0.00,4.79,0.00,71.35,USD,5YGMEIBEYZD5A4T
2025-01-27,paid,417.80,0.00,0.00,0.00,0.00,0.00,12.96,0.00,404.84,USD,091000011407378
2025-01-26,paid,174.54,0.00,0.00,0.00,0.00,0.00,5.14,0.00,169.40,USD,1039864744034
2025-01-25,paid,150.33,0.00,0.00,0.00,0.00,0.00,5.42,0.00,144.91,USD,1039844693868
2025-01-25,paid,66.74,0.00,0.00,0.00,0.00,0.00,4.24,0.00,62.50,USD,8FW836CPJN8MPDZ
2025-01-24,paid,194.99,0.00,0.00,0.00,0.00,0.00,7.26,0.00,187.73,USD,1039822874602
2025-01-24,paid,87.99,0.00,0.00,0.00,0.00,0.00,5.49,0.00,82.50,USD,F9FBG5JYSVGG60E
2025-01-24,paid,110.99,0.00,0.00,0.00,0.00,0.00,4.94,0.00,106.05,USD,091000019609611
2025-01-23,paid,87.99,0.00,0.00,0.00,0.00,0.00,3.56,0.00,84.43,USD,1039802472569
2025-01-23,paid,98.04,0.00,0.00,0.00,0.00,0.00,6.08,0.00,91.96,USD,R149452PN9G1ZUS
2025-01-23,paid,360.24,0.00,0.00,0.00,0.00,0.00,10.86,0.00,349.38,USD,091000018434620
2025-01-22,paid,144.76,0.00,0.00,0.00,0.00,0.00,6.03,0.00,138.73,USD,1039782561757
2025-01-22,paid,287.99,0.00,0.00,0.00,0.00,0.00,17.29,0.00,270.70,USD,ABT8DKM6MD32PGE
2025-01-22,paid,1759.39,0.00,0.00,0.00,0.00,0.00,53.78,0.00,1705.61,USD,091000016204190
2025-01-21,paid,115.27,0.00,0.00,0.00,0.00,0.00,4.46,0.00,110.81,USD,1039762483487
2025-01-21,paid,82.55,0.00,0.00,0.00,0.00,0.00,5.17,0.00,77.38,USD,7T8JQNGDZJ64L5K
2025-01-21,paid,300.59,0.00,0.00,0.00,0.00,0.00,9.01,0.00,291.58,USD,091000019531000
2025-01-20,paid,144.15,0.00,0.00,0.00,0.00,0.00,4.05,0.00,140.10,USD,1039742175895
2025-01-20,paid,147.38,0.00,0.00,0.00,0.00,0.00,9.29,0.00,138.09,USD,SB78A65JT34RB6O
2025-01-17,paid,263.97,0.00,0.00,0.00,0.00,0.00,9.17,0.00,254.80,USD,1039679558130
2025-01-17,paid,0.00,0.00,-114.75,0.00,0.00,0.00,-6.77,0.00,-107.98,USD,8UHHHOTEVAWC78O
2025-01-17,paid,37.97,0.00,0.00,0.00,0.00,0.00,2.54,0.00,35.43,USD,RMSO5MTRSRMOX97
2025-01-17,paid,317.26,0.00,0.00,0.00,0.00,0.00,10.27,0.00,306.99,USD,091000010016532
2025-01-16,paid,383.30,-20.12,0.00,0.00,0.00,0.00,12.38,0.00,350.80,USD,1039658452732
2025-01-16,paid,82.22,0.00,0.00,0.00,0.00,0.00,5.15,0.00,77.07,USD,1VVZX4YIVWY47B4
2025-01-16,paid,1073.48,0.00,0.00,0.00,0.00,0.00,31.83,0.00,1041.65,USD,091000017926787
2025-01-15,paid,36.99,0.00,0.00,0.00,0.00,0.00,2.48,0.00,34.51,USD,PSF7JQRNSUNISQT
2025-01-15,paid,430.77,0.00,0.00,0.00,0.00,0.00,15.82,0.00,414.95,USD,091000010621035
2025-01-14,paid,238.63,0.00,0.00,0.00,0.00,0.00,9.69,0.00,228.94,USD,1039616444592
2025-01-14,paid,1057.96,0.00,0.00,0.00,0.00,0.00,32.34,0.00,1025.62,USD,091000015205871
2025-01-13,paid,225.77,0.00,0.00,0.00,0.00,0.00,7.08,0.00,218.69,USD,091000011107515
2025-01-11,paid,118.15,0.00,0.00,0.00,0.00,0.00,7.27,0.00,110.88,USD,C962Y4OJH5MGDN2
2025-01-10,paid,211.74,0.00,0.00,0.00,0.00,0.00,6.11,0.00,205.63,USD,091000019681278
2025-01-09,paid,86.55,0.00,0.00,0.00,0.00,0.00,2.55,0.00,84.00,USD,091000019697850
2025-01-08,paid,87.99,0.00,0.00,0.00,0.00,0.00,2.59,0.00,85.40,USD,1039487863474
2025-01-08,paid,223.33,0.00,0.00,0.00,0.00,0.00,6.71,0.00,216.62,USD,091000016130077
2025-01-07,paid,120.65,0.00,0.00,0.00,0.00,0.00,7.42,0.00,113.23,USD,DFJJRLEJMQI98C2
2025-01-07,paid,782.35,0.00,0.00,-9.40,0.00,0.00,24.83,0.00,748.12,USD,091000016050417
2025-01-06,paid,351.51,0.00,12.36,-8.90,0.00,0.00,11.26,0.00,343.71,USD,091000011171428
2025-01-05,paid,114.75,0.00,0.00,0.00,0.00,0.00,7.07,0.00,107.68,USD,WCT3CVHOJPGKIEP
2025-01-03,paid,632.62,0.00,0.00,0.00,0.00,0.00,22.05,0.00,610.57,USD,091000018245291
2025-01-02,paid,202.02,0.00,0.00,0.00,0.00,0.00,7.43,0.00,194.59,USD,1039356118362
2025-01-02,paid,203.76,0.00,0.00,-1.95,0.00,0.00,6.80,0.00,195.01,USD,091000019360125
2025-01-01,paid,241.33,0.00,0.00,0.00,0.00,0.00,8.40,0.00,232.93,USD,1039333116396
2024-12-31,paid,180.74,0.00,0.00,0.00,0.00,0.00,7.29,0.00,173.45,USD,1039312871999
2024-12-31,paid,118.50,0.00,0.00,0.00,0.00,0.00,7.29,0.00,111.21,USD,JJUBIE7CTI02NI6
2024-12-31,paid,1001.29,0.00,0.00,0.00,0.00,0.00,33.61,0.00,967.68,USD,091000010647974
2024-12-30,paid,486.52,-102.81,0.00,0.00,0.00,0.00,14.45,0.00,369.26,USD,091000013356952
2024-12-29,paid,181.70,0.00,0.00,0.00,0.00,0.00,6.25,0.00,175.45,USD,1039271088824
2024-12-28,paid,128.43,0.00,0.00,0.00,0.00,0.00,4.86,0.00,123.57,USD,1039250155236
2024-12-27,paid,91.92,0.00,0.00,0.00,0.00,0.00,5.72,0.00,86.20,USD,6TIVEKHRA4IMW6N
2024-12-27,paid,406.78,0.00,0.00,0.00,0.00,0.00,13.11,0.00,393.67,USD,091000018874084
2024-12-26,paid,68.74,-80.38,0.00,0.00,0.00,0.00,2.09,0.00,-13.73,USD,1039207974755
2024-12-26,paid,94.34,0.00,0.00,0.00,0.00,0.00,6.55,0.00,87.79,USD,1039207576393
2024-12-26,paid,57.99,0.00,0.00,0.00,0.00,0.00,3.72,0.00,54.27,USD,8YKRQKUBHLFDBW7
2024-12-26,paid,30.97,0.00,0.00,0.00,0.00,0.00,1.41,0.00,29.56,USD,091000014618666
2024-12-24,paid,246.04,0.00,0.00,0.00,0.00,0.00,8.45,0.00,237.59,USD,1039173383372
2024-12-24,paid,1142.35,0.00,0.00,0.00,0.00,0.00,35.84,0.00,1106.51,USD,091000016775599
2024-12-23,paid,68.74,0.00,0.00,0.00,0.00,0.00,2.89,0.00,65.85,USD,1039151597554
2024-12-23,paid,327.29,0.00,0.00,0.00,0.00,0.00,9.40,0.00,317.89,USD,091000014937902
2024-12-22,paid,68.74,0.00,0.00,0.00,0.00,0.00,4.36,0.00,64.38,USD,EYAPXA12AJVXR2O
2024-12-20,paid,307.91,0.00,0.00,0.00,0.00,0.00,10.16,0.00,297.75,USD,1039086997051
2024-12-20,paid,84.00,0.00,0.00,0.00,0.00,0.00,5.26,0.00,78.74,USD,SMMA706QGZEWUWN
2024-12-20,paid,503.28,0.00,0.00,0.00,0.00,0.00,15.18,0.00,488.10,USD,091000010970528
2024-12-19,paid,30.97,0.00,0.00,0.00,0.00,0.00,1.57,0.00,29.40,USD,1039063582375
2024-12-19,paid,88.61,0.00,0.00,0.00,0.00,0.00,5.53,0.00,83.08,USD,0BFYV7MZ3XA24ZW
2024-12-19,paid,257.53,0.00,0.00,-3.28,0.00,0.00,8.72,0.00,245.53,USD,091000018714200
2024-12-18,paid,149.29,0.00,0.00,0.00,0.00,0.00,5.41,0.00,143.88,USD,1039040785828
2024-12-18,paid,321.62,0.00,0.00,0.00,0.00,0.00,11.59,0.00,310.03,USD,091000017417851
2024-12-17,paid,80.39,0.00,0.00,0.00,0.00,0.00,3.30,0.00,77.09,USD,1039017361873
2024-12-17,paid,58.07,0.00,0.00,0.00,0.00,0.00,3.73,0.00,54.34,USD,AVCFPQDJQAJ39XF
2024-12-17,paid,570.45,0.00,0.00,0.00,0.00,0.00,18.06,0.00,552.39,USD,091000016353446
2024-12-16,paid,144.87,0.00,0.00,0.00,0.00,0.00,5.26,0.00,139.61,USD,1038992658791
2024-12-16,paid,126.53,0.00,0.00,0.00,0.00,0.00,8.06,0.00,118.47,USD,LVBQ4H37M60T7JZ
2024-12-16,paid,303.44,0.00,0.00,-2.59,0.00,0.00,9.38,0.00,291.47,USD,091000018623704
2024-12-15,paid,58.07,0.00,0.00,0.00,0.00,0.00,3.73,0.00,54.34,USD,HZ32PAIO8185HGG
2024-12-14,paid,71.59,0.00,0.00,0.00,0.00,0.00,2.99,0.00,68.60,USD,1038947088343
2024-12-14,paid,86.55,0.00,0.00,0.00,0.00,0.00,5.41,0.00,81.14,USD,4L3G3R85DT0SYU2
2024-12-13,paid,81.55,-8.99,0.00,0.00,0.00,0.00,2.42,0.00,70.14,USD,1038921739354
2024-12-13,paid,439.67,0.00,0.00,0.00,0.00,0.00,14.94,0.00,424.73,USD,091000013300960
2024-12-12,paid,161.08,0.00,0.00,0.00,0.00,0.00,6.82,0.00,154.26,USD,1038896970503
2024-12-12,paid,703.05,0.00,0.00,0.00,0.00,0.00,23.21,0.00,679.84,USD,091000019752061
2024-12-11,paid,269.78,-32.60,0.00,0.00,0.00,0.00,13.62,0.00,223.56,USD,1038872087994
2024-12-11,paid,319.04,0.00,0.00,0.00,0.00,0.00,11.36,0.00,307.68,USD,091000015730429
2024-12-10,paid,264.37,0.00,0.00,0.00,0.00,0.00,10.42,0.00,253.95,USD,1038848418714
2024-12-10,paid,97.25,0.00,0.00,0.00,0.00,0.00,6.04,0.00,91.21,USD,F5D1NKUP8VOX7AX
2024-12-10,paid,604.82,0.00,0.00,0.00,0.00,0.00,21.47,0.00,583.35,USD,091000016161423
2024-12-09,paid,130.17,0.00,0.00,0.00,0.00,0.00,3.68,0.00,126.49,USD,1038824319311
2024-12-09,paid,211.36,-126.00,0.00,-3.38,0.00,0.00,6.40,0.00,75.58,USD,091000016009359
2024-12-08,paid,75.82,0.00,0.00,0.00,0.00,0.00,3.20,0.00,72.62,USD,1038801658145
2024-12-08,paid,89.14,0.00,0.00,0.00,0.00,0.00,5.56,0.00,83.58,USD,F55ER0RCYAINJM6
2024-12-07,paid,222.41,0.00,0.00,0.00,0.00,0.00,15.40,0.00,207.01,USD,1038778699959
2024-12-06,paid,124.00,0.00,0.00,0.00,0.00,0.00,5.87,0.00,118.13,USD,1038753335970
2024-12-06,paid,183.49,0.00,0.00,0.00,0.00,0.00,11.42,0.00,172.07,USD,CVVVBF0HDOS5S7D
2024-12-06,paid,485.47,-76.86,0.00,0.00,0.00,0.00,17.01,0.00,391.60,USD,091000010991369
2024-12-05,paid,576.68,0.00,0.00,0.00,0.00,0.00,22.10,0.00,554.58,USD,1038728981471
2024-12-05,paid,961.88,0.00,0.00,-3.61,0.00,0.00,32.07,0.00,926.20,USD,091000018115693
2024-12-04,paid,177.69,0.00,0.00,0.00,0.00,0.00,9.90,0.00,167.79,USD,1038705014851
2024-12-04,paid,52.34,0.00,0.00,0.00,0.00,0.00,3.39,0.00,48.95,USD,B7WN5FIO8L4AY5Q
2024-12-04,paid,1231.15,0.00,0.00,0.00,0.00,0.00,38.08,0.00,1193.07,USD,091000017932046
2024-12-03,paid,423.60,0.00,0.00,0.00,0.00,0.00,20.76,0.00,402.84,USD,1038679417754
2024-12-03,paid,155.13,0.00,0.00,0.00,0.00,0.00,9.75,0.00,145.38,USD,JL9L61CTYE4EOYX
2024-12-03,paid,4634.94,-4.78,0.00,0.00,0.00,0.00,154.16,0.00,4476.00,USD,091000015661604
2024-12-02,paid,280.99,0.00,0.00,0.00,0.00,0.00,8.96,0.00,272.03,USD,1038650667197
2024-12-02,paid,166.49,0.00,0.00,0.00,0.00,0.00,10.42,0.00,156.07,USD,LC3I8292D8QPNQ2
2024-12-02,paid,1916.20,-26.33,16.05,0.00,0.00,0.00,66.22,0.00,1839.70,USD,091000018395238
2024-12-01,paid,473.86,0.00,0.00,0.00,0.00,0.00,18.76,0.00,455.10,USD,1038621636201
2024-12-01,paid,255.93,0.00,0.00,0.00,0.00,0.00,16.01,0.00,239.92,USD,22Q9TMZBD717AST
2024-11-30,paid,374.95,0.00,0.00,0.00,0.00,0.00,20.25,0.00,354.70,USD,1038596518648
2024-11-30,paid,149.95,0.00,0.00,0.00,0.00,0.00,9.15,0.00,140.80,USD,YL8SAHZ7KRQLUQL
2024-11-29,paid,274.07,0.00,0.00,0.00,0.00,0.00,13.18,0.00,260.89,USD,1038567851400
2024-11-29,paid,80.32,0.00,0.00,0.00,0.00,0.00,5.04,0.00,75.28,USD,KWXIIGPQBFYZF9D
2024-11-29,paid,1988.44,0.00,10.64,0.00,0.00,0.00,63.31,0.00,1935.77,USD,091000013914530
2024-11-28,paid,826.36,0.00,0.00,0.00,0.00,0.00,30.29,0.00,796.07,USD,1038544644619
2024-11-27,paid,733.55,0.00,0.00,0.00,0.00,0.00,29.92,0.00,703.63,USD,1038520307085
2024-11-27,paid,62.79,0.00,0.00,0.00,0.00,0.00,4.00,0.00,58.79,USD,VN3TSPSV7R1Y5KL
2024-11-27,paid,1424.77,0.00,0.00,0.00,0.00,0.00,47.78,0.00,1376.99,USD,091000010212480
2024-11-26,paid,201.95,0.00,0.00,0.00,0.00,0.00,7.54,0.00,194.41,USD,1038496947250
2024-11-26,paid,111.98,0.00,0.00,0.00,0.00,0.00,7.20,0.00,104.78,USD,ICXR5NH2GNLPQ77
2024-11-26,paid,854.02,-48.19,0.00,0.00,0.00,0.00,29.40,0.00,776.43,USD,091000015257546
2024-11-25,paid,126.98,0.00,0.00,0.00,0.00,0.00,3.90,0.00,123.08,USD,1038473388427
2024-11-25,paid,387.44,0.00,5.83,0.00,0.00,0.00,13.44,0.00,379.83,USD,091000013183722
2024-11-24,paid,83.89,0.00,0.00,0.00,0.00,0.00,3.42,0.00,80.47,USD,1038451859534
2024-11-24,paid,82.76,0.00,0.00,0.00,0.00,0.00,5.18,0.00,77.58,USD,KRY4VRHJKJ22GQA
2024-11-23,paid,98.68,0.00,0.00,0.00,0.00,0.00,3.79,0.00,94.89,USD,1038430464358
2024-11-22,paid,263.33,0.00,-4.14,0.00,0.00,0.00,23.70,0.00,166.69,USD,
2024-11-22,paid,57.48,0.00,0.00,0.00,0.00,0.00,2.50,0.00,54.98,USD,1038406110503
2024-11-22,paid,121.15,0.00,0.00,0.00,0.00,0.00,7.45,0.00,113.70,USD,4H8QB8XNWWKAUR5
2024-11-22,paid,158.08,0.00,0.00,0.00,0.00,0.00,5.48,0.00,152.60,USD,091000019295407
2024-11-21,paid,562.88,0.00,0.00,0.00,0.00,0.00,20.33,0.00,542.55,USD,1038384276193
2024-11-21,paid,740.33,0.00,0.00,0.00,0.00,0.00,21.65,0.00,718.68,USD,091000017656213
2024-11-20,paid,89.35,0.00,0.00,0.00,0.00,0.00,5.57,0.00,83.78,USD,3WP8BX40EN9ZH0K
2024-11-20,paid,104.71,0.00,0.00,0.00,0.00,0.00,3.71,0.00,101.00,USD,091000017276031
2024-11-19,paid,398.04,0.00,0.00,0.00,0.00,0.00,12.95,0.00,385.09,USD,091000014812801
2024-11-18,paid,108.80,0.00,0.00,0.00,0.00,0.00,4.29,0.00,104.51,USD,1038318953558
2024-11-16,paid,31.39,0.00,0.00,0.00,0.00,0.00,1.12,0.00,30.27,USD,1038276631563
2024-11-15,paid,159.26,0.00,0.00,0.00,0.00,0.00,5.58,0.00,153.68,USD,1038252199948
2024-11-15,paid,188.35,0.00,0.00,0.00,0.00,0.00,5.50,0.00,182.85,USD,091000015746514
2024-11-14,paid,56.59,0.00,0.00,0.00,0.00,0.00,3.64,0.00,52.95,USD,SRTPZOAQYWWH1D5
2024-11-14,paid,0.00,-50.99,0.00,0.00,0.00,0.00,0.00,0.00,-50.99,USD,111000024392490
2024-11-13,paid,534.13,0.00,0.00,0.00,0.00,0.00,16.97,0.00,517.16,USD,091000017363610
2024-11-12,paid,416.24,0.00,0.00,0.00,0.00,0.00,11.72,0.00,404.52,USD,091000014300025
2024-11-11,paid,254.35,0.00,0.00,0.00,0.00,0.00,8.64,0.00,245.71,USD,1038164919575
2024-11-10,paid,66.74,0.00,0.00,0.00,0.00,0.00,2.82,0.00,63.92,USD,1038142252023
2024-11-08,paid,496.69,0.00,0.00,0.00,0.00,0.00,14.42,0.00,482.27,USD,091000019491213
2024-11-07,paid,107.97,0.00,0.00,0.00,0.00,0.00,5.72,0.00,102.25,USD,091000018416711
2024-11-05,paid,86.35,0.00,0.00,0.00,0.00,0.00,2.55,0.00,83.80,USD,1038034151985
2024-11-05,paid,478.14,0.00,0.00,0.00,0.00,0.00,19.09,0.00,459.05,USD,091000016156131
2024-11-04,paid,87.10,0.00,0.00,0.00,0.00,0.00,3.53,0.00,83.57,USD,1038011247663
2024-11-04,paid,65.97,0.00,0.00,0.00,0.00,0.00,2.02,0.00,63.95,USD,091000013095304
2024-11-03,paid,181.14,0.00,0.00,0.00,0.00,0.00,7.30,0.00,173.84,USD,1037989280235
2024-11-01,paid,37.97,0.00,0.00,0.00,0.00,0.00,1.29,0.00,36.68,USD,091000012860725
2024-10-30,paid,38.97,0.00,0.00,0.00,0.00,0.00,1.31,0.00,37.66,USD,091000016407434
2024-10-29,paid,371.99,0.00,0.00,0.00,0.00,0.00,11.99,0.00,360.00,USD,091000015189029
2024-10-28,paid,98.00,0.00,0.00,0.00,0.00,0.00,2.85,0.00,95.15,USD,091000012468840
2024-10-25,paid,81.35,0.00,0.00,0.00,0.00,0.00,2.42,0.00,78.93,USD,1037790818875
2024-10-25,paid,480.70,0.00,0.00,0.00,0.00,0.00,17.06,0.00,463.64,USD,091000010673721
2024-10-24,paid,186.89,0.00,0.00,0.00,0.00,0.00,7.18,0.00,179.71,USD,111000027123014
2024-10-23,paid,110.15,0.00,0.00,0.00,0.00,0.00,6.80,0.00,103.35,USD,NCNGAQZNUFE37TX
2024-10-23,paid,329.06,0.00,0.00,0.00,0.00,0.00,9.76,0.00,319.30,USD,091000016257135
2024-10-22,paid,49.78,0.00,8.61,0.00,0.00,0.00,4.48,0.00,25.52,USD,
2024-10-22,paid,82.35,0.00,0.00,0.00,0.00,0.00,2.44,0.00,79.91,USD,1037729088829
2024-10-22,paid,324.63,0.00,0.00,0.00,0.00,0.00,12.09,0.00,312.54,USD,091000016454142
2024-10-21,paid,63.85,0.00,0.00,0.00,0.00,0.00,1.96,0.00,61.89,USD,091000013246982
2024-10-18,paid,205.59,0.00,0.00,0.00,0.00,0.00,5.95,0.00,199.64,USD,091000011714254
2024-10-17,paid,247.58,0.00,-15.00,0.00,0.00,0.00,-7.36,0.00,239.94,USD,091000018835526
2024-10-16,paid,38.97,0.00,0.00,0.00,0.00,0.00,1.31,0.00,37.66,USD,1037604695998
2024-10-16,paid,857.38,0.00,0.00,0.00,0.00,0.00,25.29,0.00,832.09,USD,091000015607295
2024-10-15,paid,221.58,-90.76,0.00,0.00,0.00,0.00,19.94,0.00,38.92,USD,
2024-10-15,paid,379.10,0.00,0.00,0.00,0.00,0.00,12.11,0.00,366.99,USD,1037583376956
2024-10-15,paid,140.62,0.00,0.00,0.00,0.00,0.00,4.26,0.00,136.36,USD,091000015341577
2024-10-13,paid,64.99,0.00,0.00,0.00,0.00,0.00,1.99,0.00,63.00,USD,1037542293890
2024-10-11,paid,116.35,0.00,0.00,0.00,0.00,0.00,3.33,0.00,113.02,USD,1037499798355
2024-10-11,paid,480.64,0.00,0.00,0.00,0.00,0.00,14.31,0.00,466.33,USD,091000010573007
2024-10-10,paid,310.60,0.00,0.00,0.00,0.00,0.00,9.88,0.00,300.72,USD,091000018614572
2024-10-09,paid,79.81,0.00,0.00,0.00,0.00,0.00,3.27,0.00,76.54,USD,091000015866186
2024-10-08,paid,105.32,0.00,4.74,0.00,0.00,0.00,9.48,0.00,79.35,USD,
2024-10-08,paid,130.72,0.00,0.00,0.00,0.00,0.00,4.00,0.00,126.72,USD,1037435390536
2024-10-08,paid,940.77,0.00,0.00,0.00,0.00,0.00,30.54,0.00,910.23,USD,091000015981035
2024-10-07,paid,454.45,0.00,0.00,0.00,0.00,0.00,14.31,0.00,440.14,USD,091000018462976
2024-10-06,paid,87.55,0.00,0.00,0.00,0.00,0.00,2.58,0.00,84.97,USD,1037393394424
2024-10-05,paid,295.04,0.00,0.00,0.00,0.00,0.00,8.57,0.00,286.47,USD,1037373090801
2024-10-04,paid,136.94,0.00,0.00,0.00,0.00,0.00,3.86,0.00,133.08,USD,1037350018410
2024-10-04,paid,136.94,0.00,0.00,0.00,0.00,0.00,8.38,0.00,128.56,USD,EXX7WKXPOQ7TLWT
2024-10-04,paid,472.43,0.00,1.06,0.00,0.00,0.00,17.03,0.00,456.46,USD,091000010299185
2024-10-03,paid,79.94,0.00,0.00,0.00,0.00,0.00,5.02,0.00,74.92,USD,EQ291IM9XJSHVJE
2024-10-03,paid,127.35,0.00,0.00,0.00,0.00,0.00,4.21,0.00,123.14,USD,091000019602141
2024-10-02,paid,182.09,0.00,0.00,0.00,0.00,0.00,5.34,0.00,176.75,USD,1037304541749
2024-10-02,paid,334.63,0.00,0.00,0.00,0.00,0.00,9.90,0.00,324.73,USD,091000018090950
2024-10-01,paid,616.94,0.00,21.21,0.00,0.00,0.00,55.51,0.00,424.88,USD,
2024-10-01,paid,33.62,0.00,0.00,0.00,0.00,0.00,1.17,0.00,32.45,USD,1037278178645
2024-10-01,paid,1253.24,0.00,0.00,0.00,0.00,0.00,37.67,0.00,1215.57,USD,091000019380957
2024-09-30,paid,81.35,0.00,0.00,0.00,0.00,0.00,2.42,0.00,78.93,USD,1037254295475
2024-09-30,paid,452.57,0.00,0.00,0.00,0.00,0.00,13.58,0.00,438.99,USD,091000018902577
2024-09-28,paid,56.59,0.00,0.00,0.00,0.00,0.00,1.77,0.00,54.82,USD,1037212468150
2024-09-27,paid,142.68,0.00,0.00,0.00,0.00,0.00,4.62,0.00,138.06,USD,091000017740091
2024-09-26,paid,150.74,0.00,0.00,0.00,0.00,0.00,4.52,0.00,146.22,USD,091000017006105
2024-09-25,paid,66.74,0.00,0.00,0.00,0.00,0.00,2.04,0.00,64.70,USD,1037147024472
2024-09-25,paid,468.78,0.00,0.00,0.00,0.00,0.00,14.96,0.00,453.82,USD,091000017345100
2024-09-24,paid,81.35,0.00,0.00,0.00,0.00,0.00,3.23,0.00,78.12,USD,1037126782974
2024-09-24,paid,1538.71,0.00,0.00,0.00,0.00,0.00,45.11,0.00,1493.60,USD,091000015176045
