order_name,created_at,financial_status,fulfillment_status,total,subtotal,shipping,tax,refunded,discounts
"#16182","2025-08-06T16:00:33Z","PAID","FULFILLED","100.0","0","0","0","0","0"
"#16183","2025-08-06T20:08:54Z","PAID","FULFILLED","50.94","0","0","0","0","0"
"#16184","2025-08-06T22:35:42Z","PAID","FULFILLED","70.74","0","0","0","0","0"
"#16185","2025-08-07T03:41:24Z","PAID","FULFILLED","58.76","0","0","0","0","0"
"#16186","2025-08-07T04:47:56Z","PAID","FULFILLED","89.55","0","0","0","0","0"
"#16187","2025-08-07T13:37:49Z","PAID","FULFILLED","64.99","0","0","0","0","0"
"#16188","2025-08-07T16:37:37Z","PAID","FULFILLED","0.0","0","0","0","0","0"
"#16189","2025-08-07T19:52:47Z","PARTIALLY_REFUNDED","FULFILLED","82.35","0","0","0","0","0"
"#16190","2025-08-07T20:35:02Z","PAID","FULFILLED","0.0","0","0","0","0","0"
"#16191","2025-08-07T23:10:29Z","PAID","PARTIALLY_FULFILLED","0.0","0","0","0","0","0"
"#16192","2025-08-08T04:44:09Z","PAID","FULFILLED","64.5","0","0","0","0","0"
"#16193","2025-08-08T15:35:50Z","PAID","FULFILLED","81.5","0","0","0","0","0"
"#16194","2025-08-08T16:37:54Z","PAID","FULFILLED","0.0","0","0","0","0","0"
"#16195","2025-08-08T16:54:10Z","PAID","FULFILLED","70.74","0","0","0","0","0"
"#16196","2025-08-08T21:32:53Z","PAID","FULFILLED","31.01","0","0","0","0","0"
"#16197","2025-08-09T16:01:58Z","PAID","FULFILLED","86.24","0","0","0","0","0"
"#16198","2025-08-11T04:00:11Z","PAID","FULFILLED","0.0","0","0","0","0","0"
"#16199","2025-08-11T09:27:01Z","PAID","FULFILLED","17.55","0","0","0","0","0"
"#16200","2025-08-11T12:14:19Z","PAID","FULFILLED","27.99","0","0","0","0","0"
"#16201","2025-08-11T18:52:10Z","PAID","FULFILLED","79.13","0","0","0","0","0"
"#16202","2025-08-11T20:31:10Z","PAID","FULFILLED","86.55","0","0","0","0","0"
"#16203","2025-08-11T21:45:29Z","PAID","FULFILLED","121.35","0","0","0","0","0"
"#16204","2025-08-12T00:58:49Z","PAID","FULFILLED","82.57","0","0","0","0","0"
"#16205","2025-08-12T03:20:55Z","PAID","FULFILLED","66.74","0","0","0","0","0"
"#16206","2025-08-12T04:57:55Z","PAID","FULFILLED","53.3","0","0","0","0","0"
"#16207","2025-08-12T05:16:03Z","PAID","PARTIALLY_FULFILLED","135.0","0","0","0","0","0"
"#16208","2025-08-12T16:45:06Z","PAID","FULFILLED","205.29","0","0","0","0","0"
"#16209","2025-08-12T16:54:00Z","PAID","FULFILLED","27.99","0","0","0","0","0"
"#16210","2025-08-12T19:04:14Z","PAID","FULFILLED","60.0","0","0","0","0","0"
"#16211","2025-08-12T21:39:23Z","PAID","PARTIALLY_FULFILLED","121.35","0","0","0","0","0"
"#16212","2025-08-12T23:22:25Z","PAID","FULFILLED","27.99","0","0","0","0","0"
"#16213","2025-08-13T00:13:20Z","PAID","FULFILLED","64.34","0","0","0","0","0"
"#16214","2025-08-13T02:16:34Z","PAID","FULFILLED","30.54","0","0","0","0","0"
"#16215","2025-08-13T02:18:31Z","PAID","FULFILLED","30.16","0","0","0","0","0"
"#16216","2025-08-13T02:26:38Z","PAID","FULFILLED","66.74","0","0","0","0","0"
"#16217","2025-08-13T02:36:37Z","PAID","FULFILLED","27.99","0","0","0","0","0"
"#16218","2025-08-13T03:10:51Z","PAID","FULFILLED","30.55","0","0","0","0","0"
"#16219","2025-08-13T08:11:18Z","PAID","FULFILLED","48.93","0","0","0","0","0"
"#16220","2025-08-13T13:26:27Z","PARTIALLY_REFUNDED","FULFILLED","184.04","0","0","0","0","0"
"#16221","2025-08-13T19:09:53Z","PAID","FULFILLED","73.99","0","0","0","0","0"
"#16222","2025-08-14T02:38:43Z","PAID","FULFILLED","108.0","0","0","0","0","0"
"#16223","2025-08-14T04:01:07Z","PAID","FULFILLED","100.8","0","0","0","0","0"
"#16224","2025-08-14T13:49:16Z","PAID","FULFILLED","21.2","0","0","0","0","0"
"#16225","2025-08-14T15:58:03Z","PAID","FULFILLED","66.74","0","0","0","0","0"
"#16226","2025-08-14T18:52:15Z","PAID","FULFILLED","30.61","0","0","0","0","0"
"#16227","2025-08-14T20:35:02Z","PAID","PARTIALLY_FULFILLED","123.55","0","0","0","0","0"
"#16228","2025-08-15T00:19:25Z","PAID","FULFILLED","64.99","0","0","0","0","0"
"#16229","2025-08-15T02:14:26Z","PAID","PARTIALLY_FULFILLED","66.74","0","0","0","0","0"
"#16230","2025-08-15T03:37:01Z","PAID","FULFILLED","29.67","0","0","0","0","0"
"#16231","2025-08-15T17:24:11Z","PAID","PARTIALLY_FULFILLED","86.55","0","0","0","0","0"
"#16232","2025-08-16T00:13:24Z","PAID","PARTIALLY_FULFILLED","70.74","0","0","0","0","0"
"#16233","2025-08-16T12:58:12Z","PAID","PARTIALLY_FULFILLED","35.08","0","0","0","0","0"
"#16234","2025-08-16T19:10:13Z","PAID","FULFILLED","59.99","0","0","0","0","0"
"#16235","2025-08-16T20:53:20Z","PAID","PARTIALLY_FULFILLED","33.63","0","0","0","0","0"
"#16236","2025-08-16T21:31:50Z","PAID","FULFILLED","0.0","0","0","0","0","0"
"#16237","2025-08-16T21:47:33Z","PAID","UNFULFILLED","0.0","0","0","0","0","0"
"#16238","2025-08-16T23:25:59Z","PAID","FULFILLED","55.98","0","0","0","0","0"
"#16239","2025-08-17T01:01:09Z","PAID","PARTIALLY_FULFILLED","119.55","0","0","0","0","0"
"#16240","2025-08-17T03:52:25Z","PAID","PARTIALLY_FULFILLED","35.08","0","0","0","0","0"
"#16241","2025-08-17T14:13:46Z","REFUNDED","UNFULFILLED","88.0","0","0","0","0","0"
"#16242","2025-08-17T19:45:27Z","PAID","UNFULFILLED","60.0","0","0","0","0","0"
"#16243","2025-08-18T01:42:08Z","PAID","FULFILLED","30.08","0","0","0","0","0"
"#16244","2025-08-18T01:44:55Z","PAID","PARTIALLY_FULFILLED","90.55","0","0","0","0","0"
"#16245","2025-08-18T14:36:54Z","PAID","PARTIALLY_FULFILLED","66.74","0","0","0","0","0"
"#16246","2025-08-18T17:47:54Z","PAID","PARTIALLY_FULFILLED","131.4","0","0","0","0","0"
"#16247","2025-08-18T20:54:19Z","PAID","FULFILLED","27.42","0","0","0","0","0"
"#16248","2025-08-19T17:29:16Z","PAID","PARTIALLY_FULFILLED","90.55","0","0","0","0","0"
"#16249","2025-08-19T21:03:50Z","PAID","FULFILLED","0.0","0","0","0","0","0"
"#16250","2025-08-19T22:02:45Z","PARTIALLY_REFUNDED","PARTIALLY_FULFILLED","101.62","0","0","0","0","0"
"#16251","2025-08-20T00:30:35Z","PAID","PARTIALLY_FULFILLED","66.74","0","0","0","0","0"
"#16252","2025-08-20T05:27:20Z","PAID","PARTIALLY_FULFILLED","66.74","0","0","0","0","0"
"#16253","2025-08-20T14:50:53Z","PAID","PARTIALLY_FULFILLED","173.75","0","0","0","0","0"
"#16254","2025-08-20T15:10:11Z","PAID","PARTIALLY_FULFILLED","67.54","0","0","0","0","0"
"#16255","2025-08-20T22:17:51Z","PAID","FULFILLED","57.75","0","0","0","0","0"
"#16256","2025-08-22T00:14:55Z","PAID","UNFULFILLED","0.0","0","0","0","0","0"
"#16257","2025-08-22T00:18:59Z","PAID","UNFULFILLED","73.99","0","0","0","0","0"
"#16258","2025-08-22T00:39:21Z","PAID","FULFILLED","0.0","0","0","0","0","0"
"#16259","2025-08-22T03:10:31Z","PAID","FULFILLED","90.55","0","0","0","0","0"
"#16260","2025-08-22T03:35:16Z","PAID","FULFILLED","68.99","0","0","0","0","0"
"#16261","2025-08-22T16:35:16Z","PAID","FULFILLED","36.99","0","0","0","0","0"
"#16262","2025-08-22T18:17:32Z","PAID","FULFILLED","57.97","0","0","0","0","0"
"#16263","2025-08-23T15:23:30Z","PAID","FULFILLED","29.67","0","0","0","0","0"
"#16264","2025-08-23T23:07:59Z","PAID","FULFILLED","88.0","0","0","0","0","0"
"#16265","2025-08-23T23:16:50Z","PAID","FULFILLED","62.99","0","0","0","0","0"
"#16266","2025-08-24T02:16:25Z","PAID","FULFILLED","27.99","0","0","0","0","0"
"#16267","2025-08-24T02:16:42Z","PAID","FULFILLED","27.99","0","0","0","0","0"
"#16268","2025-08-24T05:30:11Z","PAID","FULFILLED","63.59","0","0","0","0","0"
"#16269","2025-08-24T06:54:28Z","PAID","FULFILLED","30.36","0","0","0","0","0"
"#16270","2025-08-24T15:27:07Z","PAID","FULFILLED","0.0","0","0","0","0","0"
"#16271","2025-08-24T15:29:36Z","PAID","FULFILLED","0.0","0","0","0","0","0"
"#16272","2025-08-24T19:04:38Z","PAID","FULFILLED","29.67","0","0","0","0","0"
"#16273","2025-08-24T23:41:15Z","PAID","FULFILLED","59.39","0","0","0","0","0"
"#16274","2025-08-25T02:58:46Z","PAID","FULFILLED","68.99","0","0","0","0","0"
"#16275","2025-08-25T15:48:10Z","PAID","FULFILLED","0.0","0","0","0","0","0"
"#16276","2025-08-25T15:55:13Z","PAID","FULFILLED","0.0","0","0","0","0","0"
"#16277","2025-08-25T16:23:37Z","PAID","FULFILLED","63.59","0","0","0","0","0"
"#16278","2025-08-25T19:22:48Z","PAID","FULFILLED","82.4","0","0","0","0","0"
"#16279","2025-08-25T21:42:33Z","PAID","FULFILLED","0.0","0","0","0","0","0"
"#16280","2025-08-26T06:52:18Z","PAID","FULFILLED","36.99","0","0","0","0","0"
"#16281","2025-08-26T13:06:44Z","PAID","FULFILLED","77.37","0","0","0","0","0"
"#16282","2025-08-26T15:44:38Z","PAID","FULFILLED","87.08","0","0","0","0","0"
"#16283","2025-08-26T20:52:23Z","PAID","FULFILLED","115.35","0","0","0","0","0"
"#16284","2025-08-27T06:58:00Z","PAID","FULFILLED","95.83","0","0","0","0","0"
"#16285","2025-08-27T07:49:02Z","PAID","FULFILLED","68.99","0","0","0","0","0"
"#16286","2025-08-27T19:02:28Z","PAID","FULFILLED","68.99","0","0","0","0","0"
"#16287","2025-08-28T03:35:58Z","PAID","FULFILLED","36.49","0","0","0","0","0"
"#16288","2025-08-29T00:15:15Z","PAID","FULFILLED","102.38","0","0","0","0","0"
"#16289","2025-08-30T04:57:11Z","PAID","FULFILLED","71.54","0","0","0","0","0"
"#16290","2025-08-30T18:45:50Z","PAID","FULFILLED","0.0","0","0","0","0","0"
"#16291","2025-08-30T18:49:07Z","PAID","FULFILLED","0.0","0","0","0","0","0"
"#16292","2025-08-31T06:12:47Z","PAID","FULFILLED","30.44","0","0","0","0","0"
"#16293","2025-08-31T18:50:57Z","PAID","FULFILLED","69.7","0","0","0","0","0"
"#16294","2025-09-01T02:07:21Z","PAID","FULFILLED","84.98","0","0","0","0","0"
"#16295","2025-09-01T05:19:47Z","PAID","FULFILLED","86.55","0","0","0","0","0"
"#16296","2025-09-01T23:01:55Z","PAID","FULFILLED","119.55","0","0","0","0","0"
"#16297","2025-09-02T02:17:01Z","PAID","FULFILLED","76.99","0","0","0","0","0"
"#16298","2025-09-02T03:50:06Z","PAID","FULFILLED","28.0","0","0","0","0","0"
"#16299","2025-09-03T16:37:15Z","PAID","FULFILLED","61.27","0","0","0","0","0"
"#16300","2025-09-03T20:44:22Z","PAID","FULFILLED","166.82","0","0","0","0","0"
"#16301","2025-09-03T23:38:42Z","PAID","FULFILLED","88.0","0","0","0","0","0"
"#16302","2025-09-04T22:32:16Z","PAID","FULFILLED","64.35","0","0","0","0","0"
"#16303","2025-09-04T22:53:44Z","PAID","FULFILLED","68.99","0","0","0","0","0"
"#16304","2025-09-05T21:06:28Z","PAID","FULFILLED","57.24","0","0","0","0","0"
"#16305","2025-09-06T13:53:50Z","PAID","FULFILLED","68.99","0","0","0","0","0"
"#16306","2025-09-06T14:10:16Z","PAID","FULFILLED","0.0","0","0","0","0","0"
"#16307","2025-09-06T14:21:15Z","PAID","FULFILLED","0.0","0","0","0","0","0"
"#16308","2025-09-06T20:31:12Z","PAID","FULFILLED","82.35","0","0","0","0","0"
"#16309","2025-09-07T19:26:11Z","PAID","FULFILLED","35.08","0","0","0","0","0"
"#16310","2025-09-08T02:32:26Z","PAID","FULFILLED","46.99","0","0","0","0","0"
"#16311","2025-09-08T04:58:34Z","PAID","FULFILLED","68.99","0","0","0","0","0"
"#16312","2025-09-08T10:48:10Z","PAID","FULFILLED","123.55","0","0","0","0","0"
"#16313","2025-09-08T19:39:40Z","PAID","FULFILLED","61.48","0","0","0","0","0"
"#16314","2025-09-09T02:19:05Z","PAID","FULFILLED","64.57","0","0","0","0","0"
"#16315","2025-09-09T17:33:28Z","PAID","FULFILLED","36.99","0","0","0","0","0"
"#16316","2025-09-10T02:08:29Z","PAID","FULFILLED","140.67","0","0","0","0","0"
"#16317","2025-09-10T19:06:49Z","PAID","FULFILLED","39.8","0","0","0","0","0"
"#16318","2025-09-11T09:19:18Z","PAID","FULFILLED","79.21","0","0","0","0","0"
"#16319","2025-09-11T13:06:19Z","PAID","FULFILLED","29.96","0","0","0","0","0"
"#16320","2025-09-14T06:25:12Z","PAID","FULFILLED","66.74","0","0","0","0","0"
"#16321","2025-09-15T00:38:34Z","PAID","FULFILLED","148.05","0","0","0","0","0"
"#16322","2025-09-15T14:39:45Z","PAID","FULFILLED","0.0","0","0","0","0","0"
"#16323","2025-09-15T17:20:46Z","PAID","FULFILLED","62.16","0","0","0","0","0"
"#16324","2025-09-15T18:49:29Z","PAID","FULFILLED","30.88","0","0","0","0","0"
"#16325","2025-09-15T22:14:29Z","PAID","FULFILLED","0.0","0","0","0","0","0"
"#16326","2025-09-15T22:46:53Z","PAID","FULFILLED","0.0","0","0","0","0","0"
"#16327","2025-09-16T21:41:44Z","PAID","FULFILLED","129.6","0","0","0","0","0"
"#16328","2025-09-17T01:57:32Z","PAID","FULFILLED","64.57","0","0","0","0","0"
"#16329","2025-09-17T01:58:50Z","PAID","FULFILLED","64.99","0","0","0","0","0"
"#16330","2025-09-17T14:49:05Z","PAID","FULFILLED","0.0","0","0","0","0","0"
"#16331","2025-09-17T17:22:55Z","PAID","FULFILLED","84.0","0","0","0","0","0"
"#16332","2025-09-18T01:20:08Z","PAID","FULFILLED","0.0","0","0","0","0","0"
"#16333","2025-09-18T02:36:29Z","PAID","FULFILLED","36.99","0","0","0","0","0"
"#16334","2025-09-18T05:01:51Z","PAID","FULFILLED","30.66","0","0","0","0","0"
"#16335","2025-09-18T18:42:32Z","PAID","FULFILLED","76.99","0","0","0","0","0"
"#16336","2025-09-18T20:21:53Z","PAID","FULFILLED","0.0","0","0","0","0","0"
"#16337","2025-09-18T20:24:03Z","PAID","UNFULFILLED","0.0","0","0","0","0","0"
"#16338","2025-09-18T20:27:54Z","PAID","FULFILLED","101.62","0","0","0","0","0"
"#16339","2025-09-18T20:34:40Z","PAID","FULFILLED","0.0","0","0","0","0","0"
"#16340","2025-09-20T12:24:39Z","PAID","FULFILLED","0.0","0","0","0","0","0"
"#16341","2025-09-20T14:24:39Z","PAID","FULFILLED","60.97","0","0","0","0","0"
"#16342","2025-09-20T18:17:56Z","PAID","FULFILLED","37.97","0","0","0","0","0"
"#16343","2025-09-20T18:42:15Z","PAID","FULFILLED","61.69","0","0","0","0","0"
"#16344","2025-09-20T19:19:47Z","PAID","FULFILLED","37.97","0","0","0","0","0"
"#16345","2025-09-20T20:45:40Z","PAID","FULFILLED","96.69","0","0","0","0","0"
"#16346","2025-09-21T00:53:50Z","PAID","FULFILLED","37.97","0","0","0","0","0"
"#16347","2025-09-21T01:52:21Z","PAID","FULFILLED","71.03","0","0","0","0","0"
"#16348","2025-09-21T02:12:29Z","PAID","FULFILLED","63.13","0","0","0","0","0"
"#16349","2025-09-21T02:42:04Z","PAID","FULFILLED","86.55","0","0","0","0","0"
"#16350","2025-09-21T03:17:13Z","PAID","FULFILLED","245.1","0","0","0","0","0"
"#16351","2025-09-21T11:55:31Z","PAID","FULFILLED","0.0","0","0","0","0","0"
"#16352","2025-09-21T14:20:53Z","PARTIALLY_REFUNDED","FULFILLED","66.74","0","0","0","0","0"
"#16353","2025-09-21T17:43:02Z","PAID","FULFILLED","70.74","0","0","0","0","0"
"#16354","2025-09-22T10:16:49Z","PAID","FULFILLED","28.0","0","0","0","0","0"
"#16355","2025-09-22T17:32:39Z","PAID","FULFILLED","60.97","0","0","0","0","0"
"#16356","2025-09-23T04:06:08Z","PAID","FULFILLED","71.4","0","0","0","0","0"
"#16357","2025-09-23T04:39:20Z","PAID","FULFILLED","22.11","0","0","0","0","0"
"#16358","2025-09-23T05:25:48Z","PAID","FULFILLED","21.4","0","0","0","0","0"
"#16359","2025-09-23T12:53:34Z","PAID","FULFILLED","20.8","0","0","0","0","0"
"#16360","2025-09-23T14:20:38Z","PAID","FULFILLED","36.99","0","0","0","0","0"
"#16361","2025-09-23T14:40:04Z","PAID","FULFILLED","21.1","0","0","0","0","0"
"#16362","2025-09-23T14:54:38Z","PAID","FULFILLED","66.74","0","0","0","0","0"
"#16363","2025-09-23T15:04:16Z","PAID","FULFILLED","36.99","0","0","0","0","0"
"#16364","2025-09-23T15:39:58Z","PAID","FULFILLED","32.79","0","0","0","0","0"
"#16365","2025-09-23T15:54:31Z","PAID","FULFILLED","63.01","0","0","0","0","0"
"#16366","2025-09-23T16:06:29Z","PAID","FULFILLED","44.8","0","0","0","0","0"
"#16367","2025-09-23T17:32:21Z","PAID","FULFILLED","38.95","0","0","0","0","0"
"#16368","2025-09-23T17:54:31Z","PAID","FULFILLED","95.54","0","0","0","0","0"
"#16369","2025-09-23T19:11:17Z","PAID","FULFILLED","59.44","0","0","0","0","0"
"#16370","2025-09-23T19:51:08Z","PAID","FULFILLED","58.26","0","0","0","0","0"
"#16371","2025-09-23T20:59:32Z","PAID","FULFILLED","21.09","0","0","0","0","0"
"#16372","2025-09-23T21:16:23Z","PAID","FULFILLED","83.24","0","0","0","0","0"
"#16373","2025-09-24T00:06:09Z","PAID","FULFILLED","96.69","0","0","0","0","0"
"#16374","2025-09-24T00:16:28Z","PAID","FULFILLED","51.96","0","0","0","0","0"
"#16375","2025-09-24T00:47:41Z","PAID","FULFILLED","65.93","0","0","0","0","0"
"#16376","2025-09-24T02:16:00Z","PAID","FULFILLED","78.94","0","0","0","0","0"
"#16377","2025-09-24T02:33:40Z","PAID","FULFILLED","56.59","0","0","0","0","0"
"#16378","2025-09-24T03:57:27Z","PAID","FULFILLED","86.55","0","0","0","0","0"
"#16379","2025-09-24T03:57:38Z","PAID","FULFILLED","20.0","0","0","0","0","0"
"#16380","2025-09-24T04:53:55Z","PAID","FULFILLED","39.48","0","0","0","0","0"
"#16381","2025-09-24T04:57:56Z","PAID","FULFILLED","1.97","0","0","0","0","0"
"#16382","2025-09-24T12:22:20Z","PAID","FULFILLED","102.0","0","0","0","0","0"
"#16383","2025-09-24T12:37:02Z","PAID","FULFILLED","56.59","0","0","0","0","0"
"#16384","2025-09-24T14:02:20Z","PAID","FULFILLED","60.97","0","0","0","0","0"
"#16385","2025-09-24T16:59:55Z","PAID","FULFILLED","113.75","0","0","0","0","0"
"#16386","2025-09-24T19:10:53Z","PAID","FULFILLED","21.9","0","0","0","0","0"
"#16387","2025-09-24T19:22:43Z","PAID","FULFILLED","56.59","0","0","0","0","0"
"#16388","2025-09-24T20:26:18Z","PAID","FULFILLED","64.99","0","0","0","0","0"
"#16389","2025-09-24T21:40:23Z","PAID","FULFILLED","21.45","0","0","0","0","0"
"#16390","2025-09-25T00:28:29Z","PAID","FULFILLED","22.1","0","0","0","0","0"
"#16391","2025-09-25T02:34:22Z","PAID","FULFILLED","21.83","0","0","0","0","0"
"#16392","2025-09-25T03:33:23Z","PAID","FULFILLED","51.54","0","0","0","0","0"
"#16393","2025-09-25T03:34:21Z","PAID","FULFILLED","30.31","0","0","0","0","0"
"#16394","2025-09-25T05:39:21Z","PAID","FULFILLED","21.55","0","0","0","0","0"
"#16395","2025-09-25T05:41:12Z","PAID","FULFILLED","68.99","0","0","0","0","0"
"#16396","2025-09-25T06:08:20Z","PAID","FULFILLED","0.01","0","0","0","0","0"
"#16397","2025-09-25T14:08:27Z","PAID","FULFILLED","0.0","0","0","0","0","0"
"#16398","2025-09-25T14:26:42Z","PAID","FULFILLED","0.0","0","0","0","0","0"
"#16399","2025-09-25T14:32:31Z","PAID","FULFILLED","0.0","0","0","0","0","0"
"#16400","2025-09-25T14:43:50Z","PAID","FULFILLED","0.0","0","0","0","0","0"
"#16401","2025-09-25T14:45:21Z","PAID","FULFILLED","66.74","0","0","0","0","0"
"#16402","2025-09-25T14:54:06Z","PAID","FULFILLED","0.0","0","0","0","0","0"
"#16403","2025-09-25T15:49:25Z","PAID","FULFILLED","37.97","0","0","0","0","0"
"#16404","2025-09-25T17:01:51Z","PAID","FULFILLED","88.15","0","0","0","0","0"
"#16405","2025-09-25T19:19:18Z","PAID","FULFILLED","29.68","0","0","0","0","0"
"#16406","2025-09-25T19:26:20Z","PAID","FULFILLED","86.89","0","0","0","0","0"
"#16407","2025-09-25T19:38:25Z","PAID","FULFILLED","172.62","0","0","0","0","0"
"#16408","2025-09-25T19:45:18Z","PAID","FULFILLED","95.2","0","0","0","0","0"
"#16409","2025-09-25T19:49:54Z","PAID","FULFILLED","78.79","0","0","0","0","0"
"#16410","2025-09-25T19:50:05Z","PAID","FULFILLED","86.55","0","0","0","0","0"
"#16411","2025-09-25T20:00:40Z","PAID","FULFILLED","37.97","0","0","0","0","0"
"#16412","2025-09-25T20:01:24Z","PAID","FULFILLED","84.0","0","0","0","0","0"
"#16413","2025-09-25T20:08:48Z","PAID","FULFILLED","70.74","0","0","0","0","0"
"#16414","2025-09-25T22:19:22Z","PAID","FULFILLED","82.56","0","0","0","0","0"
"#16415","2025-09-26T00:05:04Z","PAID","FULFILLED","115.5","0","0","0","0","0"
"#16416","2025-09-26T01:09:39Z","PAID","FULFILLED","86.89","0","0","0","0","0"
"#16417","2025-09-26T01:42:25Z","PAID","FULFILLED","76.95","0","0","0","0","0"
"#16418","2025-09-26T04:43:47Z","PAID","FULFILLED","21.68","0","0","0","0","0"
"#16419","2025-09-26T07:31:14Z","PAID","FULFILLED","38.74","0","0","0","0","0"
"#16420","2025-09-26T10:01:33Z","PAID","FULFILLED","36.99","0","0","0","0","0"
"#16421","2025-09-26T11:16:06Z","PAID","FULFILLED","61.16","0","0","0","0","0"
"#16422","2025-09-26T13:58:47Z","PAID","FULFILLED","21.65","0","0","0","0","0"
"#16423","2025-09-26T15:02:10Z","PAID","FULFILLED","70.74","0","0","0","0","0"
"#16424","2025-09-26T15:14:45Z","PAID","FULFILLED","21.2","0","0","0","0","0"
"#16425","2025-09-26T19:30:47Z","PAID","FULFILLED","18.66","0","0","0","0","0"
"#16426","2025-09-26T22:47:33Z","PAID","FULFILLED","21.06","0","0","0","0","0"
"#16427","2025-09-27T02:42:32Z","PAID","FULFILLED","34.28","0","0","0","0","0"
"#16428","2025-09-27T08:59:45Z","PAID","FULFILLED","20.0","0","0","0","0","0"
"#16429","2025-09-27T13:52:52Z","PAID","FULFILLED","0.0","0","0","0","0","0"
"#16430","2025-09-27T14:48:54Z","PAID","FULFILLED","35.08","0","0","0","0","0"
"#16431","2025-09-27T15:05:07Z","PAID","FULFILLED","0.0","0","0","0","0","0"
"#16432","2025-09-27T15:26:22Z","PAID","FULFILLED","70.74","0","0","0","0","0"
"#16433","2025-09-27T15:28:34Z","PAID","FULFILLED","0.0","0","0","0","0","0"
"#16434","2025-09-27T15:30:14Z","PAID","FULFILLED","20.0","0","0","0","0","0"
"#16435","2025-09-27T15:43:02Z","PAID","FULFILLED","48.16","0","0","0","0","0"
"#16436","2025-09-27T18:32:39Z","PAID","FULFILLED","0.0","0","0","0","0","0"
"#16437","2025-09-27T19:08:46Z","PAID","FULFILLED","0.0","0","0","0","0","0"
"#16438","2025-09-27T19:30:59Z","PAID","FULFILLED","0.0","0","0","0","0","0"
"#16439","2025-09-27T19:45:33Z","PAID","FULFILLED","68.99","0","0","0","0","0"
"#16440","2025-09-27T19:52:34Z","PAID","FULFILLED","0.0","0","0","0","0","0"
"#16441","2025-09-27T19:59:03Z","PAID","FULFILLED","0.0","0","0","0","0","0"
"#16442","2025-09-27T20:07:07Z","PAID","FULFILLED","0.0","0","0","0","0","0"
"#16443","2025-09-27T20:14:39Z","PAID","FULFILLED","0.0","0","0","0","0","0"
"#16444","2025-09-27T20:24:53Z","PAID","FULFILLED","0.0","0","0","0","0","0"
"#16445","2025-09-27T20:28:52Z","PAID","FULFILLED","0.0","0","0","0","0","0"
"#16446","2025-09-27T20:38:49Z","PAID","FULFILLED","0.0","0","0","0","0","0"
"#16447","2025-09-27T20:42:33Z","PAID","FULFILLED","0.0","0","0","0","0","0"
"#16448","2025-09-27T20:51:39Z","PAID","FULFILLED","0.0","0","0","0","0","0"
"#16449","2025-09-27T21:03:48Z","PAID","FULFILLED","0.0","0","0","0","0","0"
"#16450","2025-09-27T22:32:12Z","PAID","FULFILLED","56.59","0","0","0","0","0"
"#16451","2025-09-27T22:39:59Z","PAID","FULFILLED","0.0","0","0","0","0","0"
"#16452","2025-09-28T01:57:24Z","PAID","FULFILLED","18.28","0","0","0","0","0"
"#16453","2025-09-28T03:18:44Z","PAID","FULFILLED","21.2","0","0","0","0","0"
"#16454","2025-09-28T07:18:34Z","PAID","FULFILLED","126.0","0","0","0","0","0"
"#16455","2025-09-28T15:00:24Z","PAID","FULFILLED","53.81","0","0","0","0","0"
"#16456","2025-09-28T17:50:51Z","PAID","FULFILLED","20.0","0","0","0","0","0"
"#16457","2025-09-28T20:04:33Z","PAID","FULFILLED","86.89","0","0","0","0","0"
"#16458","2025-09-28T21:29:32Z","PAID","FULFILLED","85.96","0","0","0","0","0"
"#16459","2025-09-28T23:00:12Z","PAID","FULFILLED","18.57","0","0","0","0","0"
"#16460","2025-09-28T23:04:49Z","PAID","FULFILLED","84.0","0","0","0","0","0"
"#16461","2025-09-29T01:24:46Z","PAID","FULFILLED","37.97","0","0","0","0","0"
"#16462","2025-09-29T03:11:45Z","PAID","FULFILLED","75.18","0","0","0","0","0"
"#16463","2025-09-29T06:37:52Z","PAID","FULFILLED","21.4","0","0","0","0","0"
"#16464","2025-09-29T07:19:37Z","PAID","FULFILLED","86.0","0","0","0","0","0"
"#16465","2025-09-29T13:11:07Z","PAID","FULFILLED","20.0","0","0","0","0","0"
"#16466","2025-09-29T15:06:38Z","PAID","FULFILLED","66.74","0","0","0","0","0"
"#16467","2025-09-29T16:18:39Z","PAID","FULFILLED","18.36","0","0","0","0","0"
"#16468","2025-09-29T17:38:37Z","PAID","FULFILLED","112.0","0","0","0","0","0"
"#16469","2025-09-29T18:11:02Z","PAID","FULFILLED","98.95","0","0","0","0","0"
"#16470","2025-09-29T20:35:15Z","PAID","FULFILLED","81.5","0","0","0","0","0"
"#16471","2025-09-29T21:56:04Z","PAID","FULFILLED","21.1","0","0","0","0","0"
"#16472","2025-09-29T22:21:12Z","PAID","FULFILLED","29.68","0","0","0","0","0"
"#16473","2025-09-30T02:08:00Z","PAID","FULFILLED","89.33","0","0","0","0","0"
"#16474","2025-09-30T02:13:49Z","PAID","FULFILLED","20.0","0","0","0","0","0"
"#16475","2025-09-30T12:27:42Z","PAID","FULFILLED","9.0","0","0","0","0","0"
"#16476","2025-09-30T15:12:11Z","PAID","FULFILLED","47.6","0","0","0","0","0"
"#16477","2025-09-30T17:12:17Z","PAID","FULFILLED","12.0","0","0","0","0","0"
"#16478","2025-09-30T18:10:52Z","PAID","FULFILLED","45.0","0","0","0","0","0"
"#16479","2025-09-30T19:34:20Z","PAID","FULFILLED","21.4","0","0","0","0","0"
