Transaction Date,Type,Order,Card Brand,Card Source,Payout Status,Payout Date,Payout ID,Available On,Amount,Fee,Net,Checkout,Payment Method Name,Presentment Amount,Presentment Currency,Currency
2023-11-27 16:24:29 -0500,charge,#9213,unknown,online,paid,2023-11-28,89099010084,2023-11-28,114.92,7.08,107.84,#41194002022436,shopify_installments,114.92,USD,USD
2023-11-27 16:09:23 -0500,charge,#9211,visa,online,paid,2023-11-29,89072468004,2023-11-29,94.20,2.75,91.45,#41193922199588,card,94.20,USD,USD
2023-11-27 15:40:52 -0500,charge,#9210,visa,online,paid,2023-11-29,89072468004,2023-11-29,98.00,2.85,95.15,#41193553428516,card,98.00,USD,USD
2023-11-27 15:04:22 -0500,charge,#9209,master,online,paid,2023-11-29,89072468004,2023-11-29,28.59,1.04,27.55,#41193061711908,card,28.59,USD,USD
2023-11-27 14:25:11 -0500,charge,#9207,visa,online,paid,2023-11-29,89072468004,2023-11-29,48.19,1.55,46.64,#41192507015204,card,48.19,USD,USD
2023-11-27 13:41:56 -0500,charge,#9202,visa,online,paid,2023-11-29,89072468004,2023-11-29,63.99,1.96,62.03,#41191939670052,card,63.99,USD,USD
2023-11-27 13:32:15 -0500,charge,#9201,visa,online,paid,2023-11-29,89072468004,2023-11-29,102.60,2.97,99.63,#41191819116580,card,102.60,USD,USD
2023-11-27 13:19:57 -0500,charge,#9200,visa,online,paid,2023-11-29,89072468004,2023-11-29,80.92,2.40,78.52,#41191635451940,card,80.92,USD,USD
2023-11-27 12:35:45 -0500,charge,#9198,visa,online,paid,2023-11-29,89072468004,2023-11-29,87.89,2.59,85.30,#41191100842020,card,87.89,USD,USD
2023-11-27 12:17:53 -0500,charge,#9197,visa,online,paid,2023-11-29,89072468004,2023-11-29,48.19,1.55,46.64,#41190895616036,card,48.19,USD,USD
2023-11-27 12:12:26 -0500,charge,#9196,master,online,paid,2023-11-29,89072468004,2023-11-29,87.39,2.57,84.82,#41190840041508,card,87.39,USD,USD
2023-11-27 11:27:42 -0500,charge,#9193,unknown,online,paid,2023-11-28,89099010084,2023-11-28,86.80,5.42,81.38,#41181661003812,shopify_installments,86.80,USD,USD
2023-11-27 11:23:05 -0500,charge,#9192,master,online,paid,2023-11-29,89072468004,2023-11-29,28.59,1.04,27.55,#41190219218980,card,28.59,USD,USD
2023-11-27 10:41:00 -0500,charge,#9189,visa,online,paid,2023-11-29,89072468004,2023-11-29,58.97,1.83,57.14,#41189703155748,card,58.97,USD,USD
2023-11-27 09:48:48 -0500,charge,#9186,master,online,paid,2023-11-29,89072468004,2023-11-29,84.23,2.49,81.74,#41189029740580,card,84.23,USD,USD
2023-11-27 07:51:36 -0500,charge,#9183,visa,online,paid,2023-11-29,89072468004,2023-11-29,58.97,2.42,56.55,#41187700178980,card,58.97,USD,USD
2023-11-27 03:37:03 -0500,charge,#9181,american_express,online,paid,2023-11-29,89072468004,2023-11-29,42.31,1.82,40.49,#41185227112484,card,42.31,USD,USD
2023-11-27 02:31:51 -0500,charge,#9179,discover,online,paid,2023-11-29,89072468004,2023-11-29,36.99,1.26,35.73,#41184579485732,card,36.99,USD,USD
2023-11-27 01:31:33 -0500,charge,#9175,visa,online,paid,2023-11-29,89072468004,2023-11-29,58.97,1.83,57.14,#41183963840548,card,58.97,USD,USD
2023-11-26 22:54:16 -0500,charge,#9168,visa,online,paid,2023-11-29,89072468004,2023-11-29,61.91,1.91,60.00,#41085906124836,card,61.91,USD,USD
2023-11-26 20:59:49 -0500,charge,#9162,visa,online,paid,2023-11-29,89072468004,2023-11-29,172.80,4.79,168.01,#41180895903780,card,172.80,USD,USD
2023-11-26 20:44:58 -0500,charge,#9159,visa,online,paid,2023-11-29,89072468004,2023-11-29,28.59,1.04,27.55,#41180735471652,card,28.59,USD,USD
2023-11-26 19:06:22 -0500,charge,#9154,unknown,online,paid,2023-11-28,89099010084,2023-11-28,98.00,6.08,91.92,#41179408138276,shopify_installments,98.00,USD,USD
2023-11-26 18:18:23 -0500,charge,#9153,master,online,paid,2023-11-28,89039470628,2023-11-28,48.19,1.55,46.64,#41178915078180,card,48.19,USD,USD
2023-11-26 17:39:31 -0500,charge,#9152,visa,online,paid,2023-11-28,89039470628,2023-11-28,113.80,3.26,110.54,#41178440957988,card,113.80,USD,USD
2023-11-26 17:39:22 -0500,charge,#9151,master,online,paid,2023-11-28,89039470628,2023-11-28,171.71,8.93,162.78,#41178344095780,card,151.57,CHF,USD
2023-11-26 16:33:58 -0500,charge,#9148,american_express,online,paid,2023-11-28,89039470628,2023-11-28,36.99,1.63,35.36,#41177592168484,card,36.99,USD,USD
2023-11-26 16:13:30 -0500,charge,#9147,visa,online,paid,2023-11-28,89039470628,2023-11-28,133.40,3.77,129.63,#41177345851428,card,133.40,USD,USD
2023-11-26 15:15:42 -0500,charge,#9144,visa,online,paid,2023-11-28,89039470628,2023-11-28,147.69,7.72,139.97,#41176603426852,card,117.20,GBP,USD
2023-11-26 15:08:38 -0500,charge,#9143,unknown,online,paid,2023-11-27,89093406756,2023-11-27,58.97,3.78,55.19,#41176523702308,shopify_installments,58.97,USD,USD
2023-11-26 14:17:14 -0500,charge,#9142,visa,online,paid,2023-11-28,89039470628,2023-11-28,28.59,1.04,27.55,#41175877910564,card,28.59,USD,USD
2023-11-26 14:07:11 -0500,charge,#9141,visa,online,paid,2023-11-28,89039470628,2023-11-28,274.40,7.43,266.97,#41150647894052,card,274.40,USD,USD
2023-11-26 13:54:16 -0500,refund,#9140,visa,online,paid,2023-11-28,89039470628,2023-11-28,-4.27,0.00,-4.27,#41175589355556,card,48.19,USD,USD
2023-11-26 13:54:15 -0500,charge,#9140,visa,online,paid,2023-11-28,89039470628,2023-11-28,52.46,1.55,50.91,#41175589355556,card,48.19,USD,USD
2023-11-26 08:16:25 -0500,charge,#9136,visa,online,paid,2023-11-28,89039470628,2023-11-28,83.59,2.47,81.12,#41171732758564,card,83.59,USD,USD
2023-11-26 07:49:53 -0500,charge,#9135,visa,online,paid,2023-11-28,89039470628,2023-11-28,39.06,1.88,37.18,#41171477102628,card,31.00,GBP,USD
2023-11-26 00:49:29 -0500,charge,#9131,american_express,online,paid,2023-11-28,89039470628,2023-11-28,28.59,1.33,27.26,#41167475408932,card,28.59,USD,USD
2023-11-25 23:21:25 -0500,charge,#9130,visa,online,paid,2023-11-28,89039470628,2023-11-28,81.60,2.42,79.18,#41166563606564,card,81.60,USD,USD
2023-11-25 22:58:52 -0500,charge,#9128,master,online,paid,2023-11-28,89039470628,2023-11-28,42.31,1.40,40.91,#41166340980772,card,42.31,USD,USD
2023-11-25 21:28:53 -0500,charge,#9125,master,online,paid,2023-11-28,89039470628,2023-11-28,42.31,1.40,40.91,#41165364199460,card,42.31,USD,USD
2023-11-25 21:12:06 -0500,charge,#9123,master,online,paid,2023-11-28,89039470628,2023-11-28,83.30,2.47,80.83,#41164560859172,card,83.30,USD,USD
2023-11-25 19:55:40 -0500,charge,#9120,visa,online,paid,2023-11-28,89039470628,2023-11-28,55.74,1.75,53.99,#41164293046308,card,55.74,USD,USD
2023-11-25 18:41:41 -0500,charge,#9117,master,online,paid,2023-11-28,89039470628,2023-11-28,42.31,1.40,40.91,#41163429576740,card,42.31,USD,USD
2023-11-25 18:38:08 -0500,charge,#9116,visa,online,paid,2023-11-28,89039470628,2023-11-28,117.60,3.36,114.24,#41163381375012,card,117.60,USD,USD
2023-11-25 18:15:46 -0500,charge,#9115,master,online,paid,2023-11-28,89039470628,2023-11-28,29.99,1.08,28.91,#41163116970020,card,29.99,USD,USD
2023-11-25 18:03:37 -0500,charge,#9112,master,online,paid,2023-11-28,89039470628,2023-11-28,28.59,1.04,27.55,#41162972856356,card,28.59,USD,USD
2023-11-25 16:13:22 -0500,charge,#9110,visa,online,paid,2023-11-28,89039470628,2023-11-28,28.59,1.04,27.55,#41161603907620,card,28.59,USD,USD
2023-11-25 13:54:05 -0500,charge,#9102,discover,online,paid,2023-11-28,89039470628,2023-11-28,42.31,1.40,40.91,#41159826735140,card,42.31,USD,USD
2023-11-25 11:40:53 -0500,charge,#9097,visa,online,paid,2023-11-28,89039470628,2023-11-28,67.79,2.06,65.73,#41158193709092,card,67.79,USD,USD
2023-11-25 11:39:24 -0500,charge,#9096,american_express,online,paid,2023-11-28,89039470628,2023-11-28,48.19,2.03,46.16,#41158168313892,card,48.19,USD,USD
2023-11-25 08:22:13 -0500,charge,#9091,master,online,paid,2023-11-28,89039470628,2023-11-28,301.20,8.13,293.07,#41155885793316,card,301.20,USD,USD
2023-11-25 04:51:18 -0500,charge,#9090,visa,online,paid,2023-11-28,89039470628,2023-11-28,94.20,2.75,91.45,#41153763049508,card,94.20,USD,USD
2023-11-25 02:23:12 -0500,charge,#9088,master,online,paid,2023-11-28,89039470628,2023-11-28,48.19,1.55,46.64,#41152173604900,card,48.19,USD,USD
2023-11-25 01:54:21 -0500,charge,#9087,master,online,paid,2023-11-28,89039470628,2023-11-28,113.80,3.26,110.54,#41152086376484,card,113.80,USD,USD
2023-11-25 00:50:25 -0500,charge,#9084,visa,online,paid,2023-11-28,89039470628,2023-11-28,99.80,2.89,96.91,#41151168708644,card,99.80,USD,USD
2023-11-25 00:04:10 -0500,charge,#9081,visa,online,paid,2023-11-28,89039470628,2023-11-28,49.45,1.59,47.86,#41150694326308,card,49.45,USD,USD
2023-11-24 23:27:04 -0500,charge,#9079,unknown,online,paid,2023-11-26,89089605668,2023-11-26,98.00,6.08,91.92,#41077020393508,shopify_installments,98.00,USD,USD
2023-11-24 23:19:43 -0500,charge,#9077,discover,online,paid,2023-11-28,89039470628,2023-11-28,25.65,0.97,24.68,#41150222106660,card,25.65,USD,USD
2023-11-24 23:08:59 -0500,charge,#9076,master,online,paid,2023-11-28,89039470628,2023-11-28,63.99,1.96,62.03,#41150210768932,card,63.99,USD,USD
2023-11-24 22:55:16 -0500,charge,#9075,visa,online,paid,2023-11-28,89039470628,2023-11-28,63.99,1.96,62.03,#41149973332004,card,63.99,USD,USD
2023-11-24 22:35:02 -0500,charge,#9074,visa,online,paid,2023-11-28,89039470628,2023-11-28,58.97,1.83,57.14,#41149641588772,card,58.97,USD,USD
2023-11-24 22:34:13 -0500,charge,#9073,master,online,paid,2023-11-28,89039470628,2023-11-28,63.99,1.96,62.03,#41149773414436,card,63.99,USD,USD
2023-11-24 22:12:37 -0500,charge,#9072,visa,online,paid,2023-11-28,89039470628,2023-11-28,58.97,1.83,57.14,#41142270459940,card,58.97,USD,USD
2023-11-24 22:07:32 -0500,charge,#9071,visa,online,paid,2023-11-28,89039470628,2023-11-28,76.99,2.30,74.69,#41149427089444,card,76.99,USD,USD
2023-11-24 21:46:15 -0500,charge,#9070,visa,online,paid,2023-11-28,89039470628,2023-11-28,75.63,2.27,73.36,#41149099737124,card,75.63,USD,USD
2023-11-24 21:30:03 -0500,charge,#9069,visa,online,paid,2023-11-28,89039470628,2023-11-28,43.03,1.42,41.61,#41148967387172,card,43.03,USD,USD
2023-11-24 21:13:10 -0500,charge,#9068,visa,online,paid,2023-11-28,89039470628,2023-11-28,56.59,1.77,54.82,#41148722380836,card,56.59,USD,USD
2023-11-24 21:00:10 -0500,charge,#9066,master,online,paid,2023-11-28,89039470628,2023-11-28,41.12,1.37,39.75,#41148522758180,card,41.12,USD,USD
2023-11-24 20:55:20 -0500,charge,#9065,visa,online,paid,2023-11-28,89039470628,2023-11-28,83.47,2.47,81.00,#41148505292836,card,83.47,USD,USD
2023-11-24 20:23:19 -0500,charge,#9061,visa,online,paid,2023-11-28,89039470628,2023-11-28,123.76,3.52,120.24,#41147822702628,card,123.76,USD,USD
2023-11-24 20:11:23 -0500,charge,#9060,visa,online,paid,2023-11-28,89039470628,2023-11-28,48.19,1.55,46.64,#41147835842596,card,48.19,USD,USD
2023-11-24 20:10:48 -0500,charge,#9059,master,online,paid,2023-11-28,89039470628,2023-11-28,127.34,6.70,120.64,#41147557216292,card,101.05,GBP,USD
2023-11-24 19:44:01 -0500,charge,#9057,visa,online,paid,2023-11-28,89039470628,2023-11-28,100.25,5.33,94.92,#41147124973604,card,136.68,CAD,USD
2023-11-24 19:23:00 -0500,charge,#9054,visa,online,paid,2023-11-28,89039470628,2023-11-28,146.71,4.11,142.60,#41146761314340,card,146.71,USD,USD
2023-11-24 19:15:08 -0500,charge,#9053,discover,online,paid,2023-11-28,89039470628,2023-11-28,83.80,2.48,81.32,#41146607042596,card,83.80,USD,USD
2023-11-24 18:31:01 -0500,refund,#9046,master,online,paid,2023-11-28,89039470628,2023-11-28,-1.48,0.00,-1.48,#41145980289060,card,58.35,USD,USD
2023-11-24 18:31:01 -0500,charge,#9046,master,online,paid,2023-11-28,89039470628,2023-11-28,59.83,1.82,58.01,#41145980289060,card,58.35,USD,USD
2023-11-24 18:14:44 -0500,charge,#9045,visa,online,paid,2023-11-28,89039470628,2023-11-28,67.79,2.06,65.73,#41145699729444,card,67.79,USD,USD
2023-11-24 18:09:42 -0500,charge,#9042,master,online,paid,2023-11-28,89039470628,2023-11-28,38.96,1.87,37.09,#41145690390564,card,31.00,GBP,USD
2023-11-24 18:09:34 -0500,charge,#9041,master,online,paid,2023-11-28,89039470628,2023-11-28,42.31,1.40,40.91,#41145685737508,card,42.31,USD,USD
2023-11-24 18:07:35 -0500,charge,#9040,visa,online,paid,2023-11-28,89039470628,2023-11-28,48.19,1.55,46.64,#41145583370276,card,48.19,USD,USD
2023-11-24 17:29:56 -0500,charge,#9039,visa,online,paid,2023-11-28,89039470628,2023-11-28,67.79,2.06,65.73,#41145084149796,card,67.79,USD,USD
2023-11-24 16:53:56 -0500,refund,#8941,visa,online,paid,2023-11-27,89011978276,2023-11-24,-119.99,0.00,-119.99,#41088056557604,card,109.95,EUR,USD
2023-11-24 16:44:51 -0500,charge,#9037,visa,online,paid,2023-11-28,89039470628,2023-11-28,56.59,1.77,54.82,#41144451891236,card,56.59,USD,USD
2023-11-24 15:17:50 -0500,charge,#9034,visa,online,paid,2023-11-28,89039470628,2023-11-28,133.20,3.76,129.44,#41143140974628,card,133.20,USD,USD
2023-11-24 14:59:10 -0500,charge,#9033,visa,online,paid,2023-11-28,89039470628,2023-11-28,113.60,3.25,110.35,#41068592726052,card,113.60,USD,USD
2023-11-24 14:44:53 -0500,charge,#9032,american_express,online,paid,2023-11-28,89039470628,2023-11-28,58.97,2.42,56.55,#41142689988644,card,58.97,USD,USD
2023-11-24 14:40:36 -0500,charge,#9031,visa,online,paid,2023-11-28,89039470628,2023-11-28,113.80,3.26,110.54,#41069492895780,card,113.80,USD,USD
2023-11-24 12:59:13 -0500,charge,#9027,discover,online,paid,2023-11-28,89039470628,2023-11-28,143.48,4.03,139.45,#41141278048292,card,143.48,USD,USD
2023-11-24 12:38:56 -0500,charge,#9026,visa,online,paid,2023-11-28,89039470628,2023-11-28,83.30,2.47,80.83,#41140973961252,card,83.30,USD,USD
2023-11-24 11:56:13 -0500,charge,#9025,master,online,paid,2023-11-28,89039470628,2023-11-28,63.99,1.96,62.03,#41140359430180,card,63.99,USD,USD
2023-11-24 11:50:58 -0500,charge,#9024,visa,online,paid,2023-11-28,89039470628,2023-11-28,55.74,1.75,53.99,#41140305985572,card,55.74,USD,USD
2023-11-24 10:46:23 -0500,charge,#9023,visa,online,paid,2023-11-28,89039470628,2023-11-28,28.59,1.04,27.55,#41139345162276,card,28.59,USD,USD
2023-11-24 10:04:05 -0500,refund,#9021,visa,online,paid,2023-11-28,89039470628,2023-11-28,-1.33,0.00,-1.33,#41138752421924,card,101.50,USD,USD
2023-11-24 10:04:05 -0500,charge,#9021,visa,online,paid,2023-11-28,89039470628,2023-11-28,102.83,2.94,99.89,#41138752421924,card,101.50,USD,USD
2023-11-24 08:49:09 -0500,charge,#9019,master,online,paid,2023-11-28,89039470628,2023-11-28,84.00,2.48,81.52,#41137726849060,card,84.00,USD,USD
2023-11-24 08:46:23 -0500,charge,#9018,master,online,paid,2023-11-28,89039470628,2023-11-28,80.07,2.38,77.69,#41137661181988,card,80.07,USD,USD
2023-11-24 08:04:06 -0500,charge,#9017,visa,online,paid,2023-11-28,89039470628,2023-11-28,69.70,3.79,65.91,#41137157439524,card,95.38,CAD,USD
2023-11-24 03:56:37 -0500,charge,#9015,visa,online,paid,2023-11-28,89039470628,2023-11-28,28.59,1.04,27.55,#41134700036132,card,28.59,USD,USD
2023-11-24 02:15:09 -0500,charge,#9014,visa,online,paid,2023-11-28,89039470628,2023-11-28,115.88,4.98,110.90,#41133656506404,card,158.74,CAD,USD
2023-11-24 00:19:25 -0500,charge,#9012,visa,online,paid,2023-11-28,89039470628,2023-11-28,42.31,1.40,40.91,#41132431999012,card,42.31,USD,USD
2023-11-23 22:45:23 -0500,charge,#9009,master,online,paid,2023-11-28,89039470628,2023-11-28,67.79,2.06,65.73,#41131479531556,card,67.79,USD,USD
2023-11-23 22:19:09 -0500,charge,#9008,american_express,online,paid,2023-11-28,89039470628,2023-11-28,98.00,3.83,94.17,#41131173707812,card,98.00,USD,USD
2023-11-23 22:18:56 -0500,charge,#9007,visa,online,paid,2023-11-28,89039470628,2023-11-28,67.79,2.06,65.73,#41131234263076,card,67.79,USD,USD
2023-11-23 21:59:33 -0500,charge,#9006,visa,online,paid,2023-11-28,89039470628,2023-11-28,90.44,2.65,87.79,#41097761357860,card,90.44,USD,USD
2023-11-23 21:42:46 -0500,charge,#9005,master,online,paid,2023-11-28,89039470628,2023-11-28,58.97,1.83,57.14,#41130895769636,card,58.97,USD,USD
2023-11-23 21:15:10 -0500,charge,#9003,visa,online,paid,2023-11-28,89039470628,2023-11-28,28.59,1.04,27.55,#41125460770852,card,28.59,USD,USD
2023-11-23 20:44:53 -0500,charge,#9002,visa,online,paid,2023-11-28,89039470628,2023-11-28,56.59,1.77,54.82,#41130335436836,card,56.59,USD,USD
2023-11-23 20:43:33 -0500,charge,#9001,master,online,paid,2023-11-28,89039470628,2023-11-28,133.40,3.77,129.63,#41130327408676,card,133.40,USD,USD
2023-11-23 20:40:04 -0500,charge,#9000,visa,online,paid,2023-11-28,89039470628,2023-11-28,63.99,1.96,62.03,#41130280386596,card,63.99,USD,USD
2023-11-23 20:35:47 -0500,charge,#8999,master,online,paid,2023-11-28,89039470628,2023-11-28,48.19,1.55,46.64,#41130235232292,card,48.19,USD,USD
2023-11-23 20:30:14 -0500,charge,#8998,master,online,paid,2023-11-28,89039470628,2023-11-28,42.31,1.40,40.91,#41130150002724,card,42.31,USD,USD
2023-11-23 19:48:17 -0500,charge,#8997,visa,online,paid,2023-11-28,89039470628,2023-11-28,201.40,5.54,195.86,#41129724248100,card,201.40,USD,USD
2023-11-23 19:25:46 -0500,charge,#8996,visa,online,paid,2023-11-28,89039470628,2023-11-28,81.01,4.37,76.64,#41129474326564,card,110.98,CAD,USD
2023-11-23 19:17:47 -0500,charge,#8995,visa,online,paid,2023-11-28,89039470628,2023-11-28,48.19,1.55,46.64,#41129389031460,card,48.19,USD,USD
2023-11-23 17:48:23 -0500,charge,#8992,visa,online,paid,2023-11-27,89011978276,2023-11-27,87.39,2.57,84.82,#41128405762084,card,87.39,USD,USD
2023-11-23 17:46:15 -0500,charge,#8991,visa,online,paid,2023-11-27,89011978276,2023-11-27,69.19,2.10,67.09,#41128374665252,card,69.19,USD,USD
2023-11-23 16:54:17 -0500,charge,#8990,visa,online,paid,2023-11-27,89011978276,2023-11-27,83.30,2.47,80.83,#41127820132388,card,83.30,USD,USD
2023-11-23 16:46:59 -0500,charge,#8989,visa,online,paid,2023-11-27,89011978276,2023-11-27,53.79,1.70,52.09,#41127749058596,card,53.79,USD,USD
2023-11-23 16:45:26 -0500,charge,#8988,american_express,online,paid,2023-11-27,89011978276,2023-11-27,251.20,9.34,241.86,#41127729922084,card,251.20,USD,USD
2023-11-23 13:13:42 -0500,charge,#8987,master,online,paid,2023-11-27,89011978276,2023-11-27,98.00,2.85,95.15,#41125462868004,card,98.00,USD,USD
2023-11-23 04:09:03 -0500,charge,#8986,visa,online,paid,2023-11-27,89011978276,2023-11-27,43.19,1.42,41.77,#41120032423972,card,43.19,USD,USD
2023-11-23 01:42:27 -0500,charge,#8985,unknown,online,paid,2023-11-24,88997429284,2023-11-24,56.59,3.64,52.95,#41118527553572,shopify_installments,56.59,USD,USD
2023-11-23 00:24:19 -0500,charge,#8983,visa,online,paid,2023-11-27,89011978276,2023-11-27,58.97,1.83,57.14,#41114579140644,card,58.97,USD,USD
2023-11-22 23:37:14 -0500,charge,#8982,visa,online,paid,2023-11-27,89011978276,2023-11-27,97.58,2.84,94.74,#41117331095588,card,97.58,USD,USD
2023-11-22 23:03:01 -0500,charge,#8981,american_express,online,paid,2023-11-27,89011978276,2023-11-27,80.20,3.19,77.01,#41117051551780,card,80.20,USD,USD
2023-11-22 20:41:05 -0500,charge,#8978,visa,online,paid,2023-11-27,89011978276,2023-11-27,86.80,2.56,84.24,#41115608285220,card,86.80,USD,USD
2023-11-22 19:44:47 -0500,charge,#8977,visa,online,paid,2023-11-27,89011978276,2023-11-27,96.73,2.81,93.92,#41114995032100,card,96.73,USD,USD
2023-11-22 17:08:49 -0500,charge,#8975,visa,online,paid,2023-11-27,89011978276,2023-11-27,56.59,1.77,54.82,#41086093230116,card,56.59,USD,USD
2023-11-22 14:47:26 -0500,charge,#8973,visa,online,paid,2023-11-27,89011978276,2023-11-27,67.79,2.06,65.73,#41111704993828,card,67.79,USD,USD
2023-11-22 14:43:58 -0500,charge,#8972,visa,online,paid,2023-11-27,89011978276,2023-11-27,42.31,1.40,40.91,#41111676747812,card,42.31,USD,USD
2023-11-22 12:21:17 -0500,charge,#8971,unknown,online,paid,2023-11-23,88994578468,2023-11-23,228.60,13.79,214.81,#41110058598436,shopify_installments,228.60,USD,USD
2023-11-22 11:21:12 -0500,charge,#8970,master,online,paid,2023-11-27,89011978276,2023-11-27,66.11,2.02,64.09,#41109446819876,card,66.11,USD,USD
2023-11-22 10:54:15 -0500,charge,#8969,visa,online,paid,2023-11-27,89011978276,2023-11-27,28.59,1.04,27.55,#41109148074020,card,28.59,USD,USD
2023-11-22 08:45:24 -0500,charge,#8967,visa,online,paid,2023-11-27,89011978276,2023-11-27,113.80,3.26,110.54,#41107753926692,card,113.80,USD,USD
2023-11-22 08:11:19 -0500,charge,#8966,visa,online,paid,2023-11-27,89011978276,2023-11-27,80.07,2.38,77.69,#41107289800740,card,80.07,USD,USD
2023-11-22 05:38:57 -0500,charge,#8965,visa,online,paid,2023-11-27,89011978276,2023-11-27,48.19,1.55,46.64,#41105883856932,card,48.19,USD,USD
2023-11-22 00:05:05 -0500,shop_cash_credit,#8961,unknown,online,paid,2023-11-24,88964988964,2023-11-22,72.10,1.87,70.23,,,,,USD
2023-11-21 23:13:08 -0500,charge,#8962,visa,online,paid,2023-11-27,89011978276,2023-11-27,42.31,1.40,40.91,#41102118813732,card,42.31,USD,USD
2023-11-21 22:22:45 -0500,charge,#8961,discover,online,paid,2023-11-27,89011978276,2023-11-27,14.70,0.68,14.02,#41101577289764,card,14.70,USD,USD
2023-11-21 21:29:24 -0500,charge,#8959,visa,online,paid,2023-11-27,89011978276,2023-11-27,123.82,6.52,117.30,#41100997885988,card,169.65,CAD,USD
2023-11-21 20:21:54 -0500,charge,#8958,visa,online,paid,2023-11-27,89011978276,2023-11-27,48.19,1.55,46.64,#41100264701988,card,48.19,USD,USD
2023-11-21 15:49:42 -0500,charge,#8951,visa,online,paid,2023-11-24,88964988964,2023-11-24,83.30,2.47,80.83,#41097133621284,card,83.30,USD,USD
2023-11-21 12:26:45 -0500,charge,#8949,visa,online,paid,2023-11-24,88964988964,2023-11-24,78.01,4.22,73.79,#41094687752228,card,106.96,CAD,USD
2023-11-21 12:09:18 -0500,charge,#8948,discover,online,paid,2023-11-24,88964988964,2023-11-24,49.45,1.59,47.86,#41094478594084,card,49.45,USD,USD
2023-11-21 11:24:34 -0500,charge,#8946,master,online,paid,2023-11-24,88964988964,2023-11-24,87.39,2.57,84.82,#41093956075556,card,87.39,USD,USD
2023-11-21 09:28:19 -0500,charge,#8943,visa,online,paid,2023-11-24,88964988964,2023-11-24,83.59,2.47,81.12,#41092648796196,card,83.59,USD,USD
2023-11-21 07:52:12 -0500,charge,#8942,visa,online,paid,2023-11-24,88964988964,2023-11-24,67.79,2.06,65.73,#41091610312740,card,67.79,USD,USD
2023-11-21 02:07:52 -0500,charge,#8941,visa,online,paid,2023-11-24,88964988964,2023-11-24,324.09,16.57,307.52,#41088056557604,card,296.12,EUR,USD
2023-11-21 00:23:16 -0500,charge,#8940,master,online,paid,2023-11-24,88964988964,2023-11-24,55.74,1.75,53.99,#41086847352868,card,55.74,USD,USD
2023-11-21 00:08:19 -0500,shop_cash_credit,#8935,unknown,online,paid,2023-11-24,88964988964,2023-11-21,7.74,0.20,7.54,,,,,USD
2023-11-20 23:10:33 -0500,charge,#8939,american_express,online,paid,2023-11-24,88964988964,2023-11-24,98.00,3.83,94.17,#41086181179428,card,98.00,USD,USD
2023-11-20 23:02:44 -0500,charge,#8938,visa,online,paid,2023-11-24,88964988964,2023-11-24,55.74,1.75,53.99,#41085679730724,card,55.74,USD,USD
2023-11-20 22:14:31 -0500,charge,#8936,visa,online,paid,2023-11-24,88964988964,2023-11-24,80.07,2.38,77.69,#41085477650468,card,80.07,USD,USD
2023-11-20 21:30:37 -0500,charge,#8935,master,online,paid,2023-11-24,88964988964,2023-11-24,72.33,2.18,70.15,#41085033611300,card,72.33,USD,USD
2023-11-20 20:15:08 -0500,charge,#8932,american_express,online,paid,2023-11-24,88964988964,2023-11-24,79.64,3.17,76.47,#41084145631268,card,79.64,USD,USD
2023-11-20 19:11:50 -0500,charge,#8929,visa,online,paid,2023-11-24,88964988964,2023-11-24,48.19,1.55,46.64,#41083358019620,card,48.19,USD,USD
2023-11-20 15:46:22 -0500,charge,#8928,visa,online,paid,2023-11-22,88930058276,2023-11-22,87.39,2.57,84.82,#41080864178212,card,87.39,USD,USD
2023-11-20 10:37:30 -0500,charge,#8925,visa,online,paid,2023-11-22,88930058276,2023-11-22,28.59,1.04,27.55,#41077027733540,card,28.59,USD,USD
2023-11-20 09:46:41 -0500,charge,#8923,visa,online,paid,2023-11-22,88930058276,2023-11-22,86.80,2.56,84.24,#41076492861476,card,86.80,USD,USD
2023-11-20 08:01:29 -0500,charge,#8922,visa,online,paid,2023-11-22,88930058276,2023-11-22,103.60,2.99,100.61,#41075317145636,card,103.60,USD,USD
2023-11-20 06:34:38 -0500,charge,#8921,visa,online,paid,2023-11-22,88930058276,2023-11-22,67.99,3.71,64.28,#41074384994340,card,93.28,CAD,USD
2023-11-20 06:15:22 -0500,charge,#8920,unknown,online,paid,2023-11-21,88942215204,2023-11-21,134.40,8.23,126.17,#41074131075108,shopify_installments,134.40,USD,USD
2023-11-20 05:13:43 -0500,charge,#8919,visa,online,paid,2023-11-22,88930058276,2023-11-22,11.19,0.59,10.60,#41073426989092,card,11.19,USD,USD
2023-11-20 01:42:33 -0500,charge,#8918,unknown,online,paid,2023-11-21,88942215204,2023-11-21,111.80,6.90,104.90,#41071219507236,shopify_installments,111.80,USD,USD
2023-11-20 01:21:31 -0500,charge,#8917,visa,online,paid,2023-11-22,88930058276,2023-11-22,83.30,2.47,80.83,#41071006220324,card,83.30,USD,USD
2023-11-20 00:33:56 -0500,marketplace sales tax,#8914,unknown,online,paid,2023-11-22,88930058276,2023-11-20,-6.17,0.00,-6.17,,,,,USD
2023-11-19 23:43:52 -0500,charge,#8915,master,online,paid,2023-11-22,88930058276,2023-11-22,67.79,2.06,65.73,#41069994377252,card,67.79,USD,USD
2023-11-19 22:58:42 -0500,charge,#8912,visa,online,paid,2023-11-22,88930058276,2023-11-22,94.20,2.75,91.45,#41069552369700,card,94.20,USD,USD
