Timestamp,What is your age?,Do you have an innie or an outie? ,Have you ever felt insecure about the look of your vulva?,Have you ever felt discomfort while wearing underwear due to the size of your vulva/size of the underwear?,Do you find that some underwear gussets (the crotch) are too small?,Have you ever gotten BV or a yeast infection from wearing underwear that wasn't breathable or was too tight?,"What is the average width of the underwear gussets in your underwear drawer? (measure the width of the crotch of a few pairs, add up all of the numbers, and divide that new number by the total number of pairs you counted)",What is your favorite underwear style?,What is your favorite type of rise?,What styles or colors do you want Cherri to make?,Any other feedback or comments for Cherri?
2021-08-23 23:57:13.201,25 - 32,Innie,No,Yes,Yes,Yes,,Thong,Midrise,,
2021-08-23 23:57:18.411,18 - 24,Innie,No,Yes,Yes,No,,Brief,Midrise,,
2021-08-23 23:57:25.534,18 - 24,Outie,Yes,Yes,Yes,No,,Cheeky,Midrise,No show/ seamless :0,
2021-08-23 23:57:29.014,25 - 32,Outie,Yes,Yes,Yes,No,,Cheeky,Midrise,,
2021-08-23 23:57:40.685,18 - 24,Innie,Yes,Yes,Yes,Yes,,Shortie/Boxer,Highwaisted,,
2021-08-23 23:57:45.173,18 - 24,Outie,Yes,Yes,Yes,No,,Thong,Highwaisted,,
2021-08-23 23:58:18.597,18 - 24,Innie,Yes,Yes,Yes,No,,Thong,Midrise,,
2021-08-23 23:58:28.093,18 - 24,Innie,No,Yes,Yes,Yes,,Thong,Highwaisted,Grey,
2021-08-23 23:58:34.310,25 - 32,Innie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,,
2021-08-23 23:58:44.232,25 - 32,Innie,Yes,Yes,Yes,Yes,,Brief,Midrise,,
2021-08-23 23:59:15.576,18 - 24,Outie,Yes,Yes,Yes,Yes,,Thong,Midrise,Pastel colors and vibrant blues,
2021-08-23 23:59:26.491,18 - 24,Outie,Yes,Yes,Yes,No,,Thong,Midrise,,
2021-08-24 00:00:14.687,18 - 24,Outie,Yes,Yes,Yes,No,,Cheeky,Highwaisted,,
2021-08-24 00:00:17.841,25 - 32,Innie,Yes,Yes,Yes,No,,Thong,Midrise,,
2021-08-24 00:00:39.296,18 - 24,Innie,No,No,No,Yes,,Thong,Lowrise,,
2021-08-24 00:01:16.855,18 - 24,Innie,Yes,Yes,Yes,Yes,,Thong,Midrise,nudes and light colors,
2021-08-24 00:01:31.133,18 - 24,Innie,Yes,Yes,Yes,Yes,,Thong,Midrise,Pastels ,
2021-08-24 00:01:41.616,18 - 24,Outie,No,No,Yes,Yes,,Thong,Highwaisted,olive,
2021-08-24 00:01:57.560,25 - 32,Outie,No,No,Yes,Yes,,Cheeky,Highwaisted,,
2021-08-24 00:02:22.154,25 - 32,Outie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,Holiday themed! ,Excited to try the underwear! Ordering as soon as I finish this. 
2021-08-24 00:02:25.800,25 - 32,Innie,Yes,Yes,Yes,Yes,,Thong,Lowrise,Marble colors,
2021-08-24 00:02:48.689,18 - 24,Innie,No,Yes,Yes,No,,Thong,Midrise,,
2021-08-24 00:03:14.425,18 - 24,Innie,Yes,Yes,Yes,No,,Thong,Lowrise,,
2021-08-24 00:03:59.416,18 - 24,Innie,Yes,No,Yes,No,,Shortie/Boxer,Midrise,Mauve,
2021-08-24 00:04:08.150,25 - 32,Innie,No,Yes,Yes,Yes,,Thong,Midrise,,
2021-08-24 00:04:43.623,18 - 24,Outie,Yes,Yes,Yes,Yes,,Thong,Midrise,,
2021-08-24 00:04:47.854,18 - 24,Innie,Yes,No,No,Yes,,Brief,Highwaisted,pink ,
2021-08-24 00:05:27.264,18 - 24,Innie,No,Yes,Yes,Yes,,Midrise/Lowrise Bikini,Midrise,,
2021-08-24 00:05:56.519,18 - 24,Innie,No,Yes,Yes,Yes,,Thong,Highwaisted,Black +white,
2021-08-24 00:06:49.235,25 - 32,Outie,Yes,Yes,Yes,No,,Thong,Midrise,,
2021-08-24 00:07:23.859,18 - 24,Outie,Yes,Yes,Yes,Yes,,Midrise/Lowrise Bikini,Midrise,,
2021-08-24 00:08:08.260,25 - 32,Innie,No,Yes,Yes,Yes,,Thong,Midrise,,
2021-08-24 00:08:29.636,18 - 24,Innie,Yes,Yes,Yes,No,,Thong,Highwaisted,,
2021-08-24 00:08:55.701,18 - 24,Innie,Yes,No,Yes,Yes,,Shortie/Boxer,Highwaisted,,
2021-08-24 00:10:25.668,18 - 24,Innie,No,Yes,Yes,No,,Midrise/Lowrise Bikini,Midrise,,
2021-08-24 00:11:09.757,18 - 24,Innie,Yes,Yes,Yes,No,,Thong,Midrise,,
2021-08-24 00:12:14.226,25 - 32,Outie,Yes,Yes,Yes,No,,Cheeky,Midrise,,
2021-08-24 00:12:27.801,18 - 24,Innie,Yes,Yes,Yes,No,,Cheeky,Midrise,Black/red/lace/cotton like tee shirt material!,So so excited to learn more about this company!!
2021-08-24 00:12:29.769,25 - 32,Innie,No,Yes,Yes,Yes,,Thong,Highwaisted,,
2021-08-24 00:12:56.477,18 - 24,Innie,Yes,Yes,Yes,Yes,,Midrise/Lowrise Bikini,Midrise,,
2021-08-24 00:13:09.432,25 - 32,Innie,Yes,No,Yes,Yes,,Midrise/Lowrise Bikini,Midrise,,
2021-08-24 00:13:37.154,25 - 32,Innie,No,No,Yes,Yes,,Thong,Highwaisted,Halloween/Dark Gothic look,
2021-08-24 00:14:17.402,18 - 24,Innie,No,No,Yes,No,,Cheeky,Midrise,,
2021-08-24 00:14:25.946,18 - 24,Outie,Yes,Yes,No,No,,Cheeky,Midrise,,
2021-08-24 00:14:58.985,25 - 32,Innie,No,Yes,Yes,No,,Cheeky,Highwaisted,,
2021-08-24 00:15:50.551,18 - 24,Innie,No,Yes,Yes,Yes,,Thong,Midrise,,
2021-08-24 00:16:54.195,18 - 24,Outie,Yes,Yes,Yes,No,,Cheeky,Midrise,,
2021-08-24 00:17:13.246,18 - 24,Innie,Yes,Yes,Yes,No,,Thong,Midrise,"Cheetah print, cow print, purples & blues & greens, sparkles! And holiday themes",
2021-08-24 00:17:14.826,18 - 24,Innie,No,Yes,Yes,Yes,,Thong,Midrise,blue leopard ,
2021-08-24 00:17:33.062,18 - 24,Outie,Yes,Yes,Yes,Yes,,Thong,Midrise,All of them 🙃,
2021-08-24 00:18:01.990,18 - 24,Outie,Yes,Yes,Yes,No,,Midrise/Lowrise Bikini,Highwaisted,,
2021-08-24 00:18:28.909,25 - 32,Innie,Yes,Yes,Yes,No,,Cheeky,Highwaisted,Purple,
2021-08-24 00:19:03.427,18 - 24,Innie,No,Yes,Yes,Yes,,Cheeky,Midrise,"Fun patterns, characters ",
2021-08-24 00:19:11.528,25 - 32,Innie,Yes,Yes,Yes,Yes,,Thong,Midrise,All of them!,Nope
2021-08-24 00:19:16.064,18 - 24,Innie,No,Yes,Yes,No,,Midrise/Lowrise Bikini,Highwaisted,,
2021-08-24 00:19:34.413,Under 18,Outie,Yes,Yes,Yes,Yes,,Shortie/Boxer,Highwaisted,,
2021-08-24 00:19:39.094,25 - 32,Innie,Yes,Yes,Yes,Yes,,Midrise/Lowrise Bikini,Midrise,Pink pink pink pink!!!,
2021-08-24 00:20:01.951,Under 18,Outie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,black,
2021-08-24 00:20:02.726,18 - 24,Innie,Yes,Yes,Yes,Yes,,Midrise/Lowrise Bikini,Midrise,omg holiday themes would smack,love the idea of bundling to save. ex. 5 pairs for 100 or sum 
2021-08-24 00:20:25.551,18 - 24,Outie,Yes,Yes,Yes,No,,Thong,Lowrise,,
2021-08-24 00:20:28.617,18 - 24,Innie,No,Yes,Yes,Yes,,Cheeky,Highwaisted,muted/ pastel colors,
2021-08-24 00:21:22.616,25 - 32,Innie,Yes,Yes,Yes,Yes,,Thong,Midrise,,
2021-08-24 00:21:40.703,18 - 24,Innie,No,Yes,Yes,No,,Thong,Midrise,,
2021-08-24 00:22:03.878,18 - 24,Innie,No,Yes,Yes,No,,Cheeky,Midrise,,
2021-08-24 00:22:57.979,18 - 24,Innie,Yes,Yes,Yes,No,,Cheeky,Midrise,,
2021-08-24 00:23:29.410,25 - 32,Outie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,,
2021-08-24 00:23:57.697,25 - 32,Outie,Yes,Yes,Yes,No,,Cheeky,Highwaisted,,
2021-08-24 00:23:58.830,25 - 32,Innie,Yes,Yes,Yes,Yes,,Thong,Midrise,,
2021-08-24 00:24:39.526,25 - 32,Outie,Yes,Yes,Yes,Yes,,Thong,Midrise,,
2021-08-24 00:26:27.673,18 - 24,Innie,Yes,No,Yes,No,,Cheeky,Lowrise,Cute patterns,
2021-08-24 00:26:45.775,18 - 24,Innie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,,
2021-08-24 00:26:59.868,18 - 24,Outie,Yes,Yes,Yes,No,,Cheeky,Midrise,,
2021-08-24 00:27:10.538,25 - 32,Innie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,Seamless Very Cheeky!,
2021-08-24 00:27:30.470,25 - 32,Innie,No,Yes,Yes,Yes,,Midrise/Lowrise Bikini,Midrise,,
2021-08-24 00:27:40.011,18 - 24,Innie,No,Yes,Yes,No,,Cheeky,Highwaisted,,
2021-08-24 00:28:03.604,18 - 24,Innie,Yes,Yes,Yes,No,,Cheeky,Midrise,pastel colors :),
2021-08-24 00:28:14.359,18 - 24,Innie,Yes,No,Yes,No,,Shortie/Boxer,Highwaisted,,
2021-08-24 00:28:33.032,18 - 24,Outie,Yes,Yes,Yes,Yes,,Brief,Highwaisted,,
2021-08-24 00:28:45.629,18 - 24,Innie,Yes,Yes,Yes,Yes,,Thong,Midrise,I usually go for basic nudes/black but I love neon bright colors it makes me feel hot!,
2021-08-24 00:29:04.079,18 - 24,Innie,No,Yes,Yes,No,,Cheeky,Midrise,,
2021-08-24 00:29:14.551,18 - 24,Innie,No,Yes,Yes,No,,Brief,Midrise,Floral ,
2021-08-24 00:29:18.186,18 - 24,Innie,Yes,Yes,Yes,Yes,,Cheeky,Highwaisted,,
2021-08-24 00:30:21.433,18 - 24,Innie,Yes,Yes,Yes,No,,Cheeky,Midrise,,
2021-08-24 00:31:24.999,18 - 24,Innie,Yes,Yes,Yes,No,,Thong,Midrise,,
2021-08-24 00:32:13.638,18 - 24,Innie,Yes,Yes,Yes,No,,Brief,Midrise,,
2021-08-24 00:32:56.929,18 - 24,Outie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,"Black, blue, skin colours",
2021-08-24 00:35:01.110,25 - 32,Outie,Yes,Yes,Yes,Yes,,Brief,Highwaisted,,
2021-08-24 00:35:54.747,18 - 24,Innie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,,
2021-08-24 00:36:08.249,33 - 39,Innie,No,Yes,Yes,Yes,,Midrise/Lowrise Bikini,Highwaisted,Black,
2021-08-24 00:38:00.042,18 - 24,Innie,No,Yes,Yes,No,,Thong,Midrise,,
2021-08-24 00:38:40.129,Under 18,Innie,No,No,No,No,,Shortie/Boxer,Lowrise,Mushrooms🌱,
2021-08-24 00:38:55.686,18 - 24,Innie,No,No,Yes,No,,Brief,Highwaisted,,
2021-08-24 00:39:28.770,25 - 32,Innie,Yes,Yes,Yes,Yes,,Thong,Lowrise,"Black, pink ",
2021-08-24 00:39:59.386,25 - 32,Innie,No,Yes,Yes,Yes,,Thong,Highwaisted,Nudes,No dye options for sure 
2021-08-24 00:40:41.437,18 - 24,Innie,No,Yes,Yes,Yes,,Cheeky,Highwaisted,,
2021-08-24 00:40:49.538,33 - 39,Innie,No,Yes,Yes,No,,Midrise/Lowrise Bikini,Midrise,,
2021-08-24 00:41:02.358,18 - 24,Outie,Yes,Yes,Yes,No,,Thong,Midrise,Seamless and nude/b&w,
2021-08-24 00:41:07.024,18 - 24,Innie,No,No,Yes,Yes,,Cheeky,Lowrise,Lace trim,
2021-08-24 00:41:16.847,18 - 24,Outie,Yes,Yes,Yes,No,,Cheeky,Highwaisted,,
2021-08-24 00:41:24.994,25 - 32,Outie,Yes,Yes,Yes,No,,Shortie/Boxer,Highwaisted,Purple! ,
2021-08-24 00:41:57.037,25 - 32,Innie,Yes,Yes,Yes,No,,Thong,Midrise,,
2021-08-24 00:42:58.968,Under 18,Outie,No,Yes,Yes,Yes,,Thong,Lowrise,,
2021-08-24 00:43:14.672,18 - 24,Innie,Yes,Yes,Yes,No,,Thong,Midrise,,
2021-08-24 00:44:22.867,18 - 24,Innie,No,Yes,Yes,Yes,,Cheeky,Highwaisted,,
2021-08-24 00:45:04.847,18 - 24,Outie,Yes,Yes,Yes,Yes,,Midrise/Lowrise Bikini,Midrise,,
2021-08-24 00:45:09.667,18 - 24,Outie,Yes,Yes,Yes,No,,Thong,Midrise,Black or cute pastels ,
2021-08-24 00:45:24.062,18 - 24,Innie,Yes,Yes,Yes,No,,Thong,Highwaisted,black,
2021-08-24 00:45:33.463,18 - 24,Outie,Yes,No,Yes,No,,Thong,Midrise,,
2021-08-24 00:46:02.936,25 - 32,Outie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,I love pastels and lacy,Love your page and company :)
2021-08-24 00:46:07.845,18 - 24,Innie,No,Yes,Yes,No,,Cheeky,Highwaisted,Something witchy ,
2021-08-24 00:46:08.264,18 - 24,Outie,Yes,Yes,Yes,No,,Midrise/Lowrise Bikini,Midrise,,
2021-08-24 00:46:33.549,25 - 32,Innie,Yes,Yes,Yes,Yes,,Shortie/Boxer,Midrise,,
2021-08-24 00:47:30.094,18 - 24,Innie,No,Yes,Yes,No,,Thong,Highwaisted,Pretty pastels,I love that you did this! I’ve never understood why it was so narrow
2021-08-24 00:48:03.643,18 - 24,Outie,Yes,Yes,Yes,No,,Cheeky,Midrise,,
2021-08-24 00:48:09.340,18 - 24,Outie,Yes,Yes,Yes,No,,Midrise/Lowrise Bikini,Midrise,,
2021-08-24 00:48:26.110,18 - 24,Innie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,Full coverage for plus size ,
2021-08-24 00:48:42.043,18 - 24,Innie,Yes,Yes,Yes,No,,Thong,Midrise,,
2021-08-24 00:48:49.243,Under 18,Innie,Yes,Yes,Yes,No,,Thong,Midrise,"purple, lacey ",
2021-08-24 00:48:59.562,18 - 24,Innie,No,Yes,Yes,Yes,,Thong,Highwaisted,,
2021-08-24 00:49:30.423,18 - 24,Innie,No,Yes,Yes,Yes,,Midrise/Lowrise Bikini,Lowrise,"Fun colors!! Though I love classics, I love a good colorful statement for me :)",
2021-08-24 00:49:44.845,18 - 24,Outie,Yes,Yes,Yes,Yes,,Cheeky,Highwaisted,,
2021-08-24 00:49:56.783,25 - 32,Innie,Yes,Yes,Yes,No,,Thong,Highwaisted,,
2021-08-24 00:51:25.781,18 - 24,Innie,Yes,No,Yes,No,,Thong,Midrise,green ,
2021-08-24 00:51:55.280,18 - 24,Innie,No,No,Yes,No,,Cheeky,Midrise,,
2021-08-24 00:52:02.374,40 +,Innie,No,No,Yes,No,,Brief,Midrise,,
2021-08-24 00:52:45.141,18 - 24,Innie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,Purple ,"I love everything about this, thank you!!💜💜"
2021-08-24 00:53:05.293,Under 18,Innie,Yes,Yes,Yes,Yes,,Brief,Midrise,,
2021-08-24 00:53:20.743,18 - 24,Innie,No,Yes,Yes,Yes,,Thong,Highwaisted,"Pink, black",
2021-08-24 00:53:31.376,18 - 24,Outie,Yes,Yes,Yes,No,,Cheeky,Midrise,,
2021-08-24 00:53:36.799,18 - 24,Outie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,Green,No ma’am 
2021-08-24 00:54:11.835,18 - 24,Innie,No,Yes,Yes,Yes,,Brief,Midrise,,
2021-08-24 00:54:56.514,25 - 32,Innie,No,Yes,Yes,Yes,,Thong,Midrise,,
2021-08-24 00:55:32.446,18 - 24,Innie,Yes,Yes,Yes,No,,Thong,Highwaisted,,
2021-08-24 00:55:50.671,18 - 24,Innie,No,No,Yes,Yes,,Brief,Midrise,Lavender,
2021-08-24 00:55:53.647,18 - 24,Innie,Yes,Yes,Yes,No,,Thong,Midrise,periwinkle,
2021-08-24 00:56:09.108,25 - 32,Innie,No,Yes,Yes,No,,Thong,Midrise,,
2021-08-24 00:56:09.444,25 - 32,Innie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,Whatever she wants!,
2021-08-24 00:57:47.936,18 - 24,Innie,Yes,Yes,Yes,Yes,,Shortie/Boxer,Highwaisted,"earthy tones !! i love some nice deep browns, olive greens, rich mustard yellows, etc etc. ",
2021-08-24 00:57:56.436,18 - 24,Innie,No,Yes,Yes,Yes,,Cheeky,Midrise,Any,
2021-08-24 00:59:29.128,25 - 32,Innie,No,Yes,Yes,Yes,,Midrise/Lowrise Bikini,Midrise,,
2021-08-24 00:59:58.962,18 - 24,Outie,Yes,Yes,Yes,No,,Cheeky,Midrise,,
2021-08-24 01:00:25.374,25 - 32,Innie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,,
2021-08-24 01:00:26.301,18 - 24,Outie,No,Yes,Yes,Yes,,Thong,Midrise,More thongs in the $10-15 range for us broke college students with larger than average coochies! ,Love and appreciate what you’re doing with your brand ❤️ Can’t wait for the sold out styles to be restocked! 
2021-08-24 01:01:26.359,18 - 24,Innie,Yes,Yes,Yes,No,,Thong,Midrise,,
2021-08-24 01:02:12.901,18 - 24,Innie,No,Yes,Yes,Yes,,Thong,Midrise,Na,Na
2021-08-24 01:02:49.018,18 - 24,Outie,No,Yes,Yes,No,,Thong,Highwaisted,,
2021-08-24 01:03:38.365,18 - 24,Innie,Yes,Yes,Yes,Yes,,Shortie/Boxer,Midrise,,
2021-08-24 01:03:52.195,18 - 24,Innie,Yes,Yes,Yes,Yes,,Cheeky,Highwaisted,Rich jewel tones,
2021-08-24 01:03:53.299,18 - 24,Outie,Yes,Yes,Yes,Yes,,Cheeky,Highwaisted,Mid/high rise Brazilian!!,
2021-08-24 01:05:01.310,18 - 24,Outie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,,
2021-08-24 01:05:36.294,Under 18,Innie,No,Yes,Yes,Yes,,Cheeky,Midrise,,
2021-08-24 01:05:42.769,40 +,Innie,Yes,No,Yes,Yes,,Cheeky,Highwaisted,Black,
2021-08-24 01:05:42.805,18 - 24,Outie,Yes,Yes,Yes,No,,Thong,Midrise,,
2021-08-24 01:05:44.322,18 - 24,Innie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,,
2021-08-24 01:05:47.660,18 - 24,Innie,No,No,Yes,Yes,,Cheeky,Midrise,,
2021-08-24 01:06:13.957,18 - 24,Innie,No,Yes,Yes,Yes,,Thong,Midrise,"nude, black, fun prints ",
2021-08-24 01:07:02.581,18 - 24,Innie,Yes,Yes,Yes,Yes,,Thong,Midrise,,
2021-08-24 01:07:27.602,18 - 24,Innie,No,Yes,Yes,No,,Cheeky,Highwaisted,,
2021-08-24 01:07:30.871,25 - 32,Innie,Yes,Yes,Yes,No,,Cheeky,Midrise,,
2021-08-24 01:07:32.658,25 - 32,Innie,Yes,Yes,Yes,Yes,,Brief,Midrise,,
2021-08-24 01:08:06.158,25 - 32,Innie,No,Yes,Yes,No,,Shortie/Boxer,Midrise,,
2021-08-24 01:08:29.611,18 - 24,Innie,Yes,Yes,Yes,Yes,,Brief,Midrise,,
2021-08-24 01:08:31.336,18 - 24,Innie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,"Nude - if you don’t already, it’s my first time on your site, came from tiktok! ",
2021-08-24 01:08:35.548,18 - 24,Outie,Yes,Yes,Yes,Yes,,Thong,Midrise,,
2021-08-24 01:08:52.438,25 - 32,Innie,No,Yes,Yes,Yes,,Shortie/Boxer,Highwaisted,,
2021-08-24 01:08:52.697,18 - 24,Innie,No,No,Yes,Yes,,Thong,Midrise,,
2021-08-24 01:08:54.998,25 - 32,Innie,No,No,Yes,Yes,,Cheeky,Highwaisted,,
2021-08-24 01:09:18.146,18 - 24,Innie,Yes,Yes,Yes,No,,Brief,Midrise,,
2021-08-24 01:09:37.072,18 - 24,Outie,Yes,Yes,Yes,No,,Thong,Midrise,,
2021-08-24 01:10:30.954,25 - 32,Innie,No,Yes,Yes,Yes,,Thong,Highwaisted,,
2021-08-24 01:10:32.310,25 - 32,Outie,Yes,Yes,Yes,No,,Cheeky,Midrise,,
2021-08-24 01:10:49.511,18 - 24,Innie,No,Yes,Yes,No,,Cheeky,Midrise,,
2021-08-24 01:11:04.106,18 - 24,Innie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,Black,
2021-08-24 01:12:40.858,25 - 32,Outie,Yes,Yes,Yes,No,,Thong,Highwaisted,"Black, maroon, grey",
2021-08-24 01:13:12.606,18 - 24,Innie,Yes,Yes,Yes,Yes,,Midrise/Lowrise Bikini,Highwaisted,,
2021-08-24 01:13:25.911,18 - 24,Innie,Yes,Yes,Yes,No,,Cheeky,Midrise,,
2021-08-24 01:13:35.062,18 - 24,Innie,No,Yes,Yes,Yes,,Cheeky,Highwaisted,,
2021-08-24 01:13:37.577,18 - 24,Innie,No,Yes,Yes,No,,Cheeky,Midrise,,
2021-08-24 01:13:57.847,18 - 24,Innie,Yes,Yes,Yes,Yes,,Cheeky,Highwaisted,,
2021-08-24 01:13:58.285,18 - 24,Innie,No,No,No,No,,Cheeky,Midrise,,
2021-08-24 01:14:18.738,18 - 24,Innie,Yes,Yes,Yes,Yes,,Thong,Midrise,Thoongss,
2021-08-24 01:15:08.092,Under 18,Innie,No,Yes,Yes,No,,Thong,Highwaisted,,
2021-08-24 01:15:23.428,18 - 24,Outie,Yes,Yes,Yes,No,,Thong,Midrise,,
2021-08-24 01:15:23.512,18 - 24,Innie,No,Yes,Yes,Yes,,Thong,Highwaisted,Cobalt blue,
2021-08-24 01:16:14.527,18 - 24,Innie,No,Yes,Yes,Yes,,Cheeky,Midrise,Any color is fine but I love the seamless material ,
2021-08-24 01:17:01.793,18 - 24,Innie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,,
2021-08-24 01:17:10.904,25 - 32,Innie,Yes,Yes,Yes,Yes,,Midrise/Lowrise Bikini,Midrise,"Hipster… all the colors, and cotton!",
2021-08-24 01:17:26.237,25 - 32,Outie,Yes,Yes,Yes,No,,Brief,Midrise,,
2021-08-24 01:17:40.793,25 - 32,Outie,No,Yes,Yes,No,,Thong,Midrise,Kelly green,Na
2021-08-24 01:18:01.794,18 - 24,Outie,Yes,Yes,Yes,Yes,,Cheeky,Highwaisted,,
2021-08-24 01:18:04.977,18 - 24,Innie,No,No,Yes,No,,Brief,Highwaisted,,
2021-08-24 01:18:13.000,25 - 32,Innie,Yes,Yes,Yes,Yes,,Thong,Midrise,Peach!! 🍑🍑,
2021-08-24 01:18:24.212,18 - 24,Innie,Yes,Yes,Yes,No,,Thong,Midrise,,
2021-08-24 01:18:44.696,25 - 32,Innie,No,Yes,Yes,Yes,,Cheeky,Midrise,red! ,
2021-08-24 01:19:08.270,18 - 24,Outie,No,Yes,Yes,No,,Cheeky,Midrise,Red,
2021-08-24 01:20:03.151,18 - 24,Innie,No,Yes,Yes,Yes,,Brief,Highwaisted,"Nudes, black, white",
2021-08-24 01:22:31.584,18 - 24,Innie,Yes,Yes,Yes,Yes,,Cheeky,Highwaisted,,
2021-08-24 01:22:53.537,Under 18,Innie,Yes,Yes,Yes,No,,Thong,Midrise,,
2021-08-24 01:24:10.631,25 - 32,Innie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,,
2021-08-24 01:24:16.709,25 - 32,Innie,Yes,Yes,Yes,Yes,,Thong,Lowrise,,
2021-08-24 01:24:45.348,25 - 32,Innie,Yes,No,Yes,No,,Midrise/Lowrise Bikini,Midrise,,
2021-08-24 01:25:37.862,18 - 24,Outie,Yes,Yes,Yes,No,,Cheeky,Midrise,Royal blue or pastel purple,
2021-08-24 01:26:03.728,18 - 24,Innie,No,Yes,Yes,No,,Midrise/Lowrise Bikini,Midrise,,
2021-08-24 01:26:18.499,18 - 24,Outie,Yes,Yes,Yes,Yes,,Thong,Midrise,,
2021-08-24 01:26:40.723,18 - 24,Innie,Yes,Yes,Yes,No,,Cheeky,Midrise,,
2021-08-24 01:28:10.203,18 - 24,Innie,No,Yes,Yes,Yes,,Thong,Lowrise,,
2021-08-24 01:29:06.426,18 - 24,Innie,Yes,Yes,Yes,Yes,,Cheeky,Highwaisted,,
2021-08-24 01:29:07.573,25 - 32,Innie,No,No,Yes,No,,Thong,Midrise,,
2021-08-24 01:30:41.816,18 - 24,Outie,Yes,Yes,Yes,Yes,,Brief,Midrise,"I just want my whole butt covered with cotton, and my lips to stay tucked in all day without pinching.",
2021-08-24 01:31:07.086,25 - 32,Innie,Yes,Yes,Yes,Yes,,Cheeky,Highwaisted,,
2021-08-24 01:31:24.801,18 - 24,Innie,No,Yes,Yes,No,,Thong,Midrise,,
2021-08-24 01:31:43.138,Under 18,Outie,Yes,Yes,Yes,No,,Thong,Highwaisted,,
2021-08-24 01:32:00.578,18 - 24,Innie,Yes,Yes,Yes,No,,Cheeky,Highwaisted,,
2021-08-24 01:32:07.141,18 - 24,Innie,No,Yes,Yes,Yes,,Cheeky,Midrise,,
2021-08-24 01:32:32.721,25 - 32,Outie,Yes,Yes,Yes,Yes,,Thong,Midrise,Purple,
2021-08-24 01:32:36.239,18 - 24,Innie,Yes,Yes,Yes,Yes,,Cheeky,Highwaisted,,
2021-08-24 01:32:36.765,18 - 24,Innie,Yes,Yes,Yes,Yes,,Thong,Midrise,,
2021-08-24 01:34:10.712,18 - 24,Innie,Yes,Yes,Yes,Yes,,Thong,Midrise,,
2021-08-24 01:34:26.775,18 - 24,Innie,Yes,Yes,Yes,No,,Thong,Highwaisted,,
2021-08-24 01:34:29.274,18 - 24,Innie,Yes,Yes,Yes,No,,Cheeky,Midrise,,
2021-08-24 01:34:47.870,18 - 24,Innie,Yes,Yes,Yes,No,,Thong,Highwaisted,,
2021-08-24 01:35:14.157,18 - 24,Innie,Yes,Yes,Yes,Yes,,Brief,Highwaisted,Green,
2021-08-24 01:35:44.545,18 - 24,Innie,Yes,Yes,Yes,No,,Thong,Midrise,,
2021-08-24 01:36:20.909,18 - 24,Innie,No,No,Yes,No,,Thong,Lowrise,,
2021-08-24 01:36:41.603,33 - 39,Innie,No,No,Yes,No,,Cheeky,Midrise,,
2021-08-24 01:36:45.037,18 - 24,Innie,Yes,Yes,Yes,Yes,,Cheeky,Highwaisted,"Nudes, sexy lingerie ",
2021-08-24 01:36:56.740,18 - 24,Innie,Yes,Yes,Yes,Yes,,Cheeky,Highwaisted,,
2021-08-24 01:37:13.283,18 - 24,Outie,Yes,Yes,Yes,Yes,,Cheeky,Highwaisted,,
2021-08-24 01:38:20.798,18 - 24,Innie,Yes,No,Yes,Yes,,Shortie/Boxer,Highwaisted,,
2021-08-24 01:38:25.524,25 - 32,Innie,Yes,Yes,Yes,No,,Cheeky,Highwaisted,Any,Any
2021-08-24 01:39:52.369,18 - 24,Innie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,Lavender thongs/bikini ,
2021-08-24 01:40:00.494,18 - 24,Innie,Yes,Yes,Yes,No,,Thong,Highwaisted,black,
2021-08-24 01:40:17.260,18 - 24,Innie,Yes,Yes,Yes,Yes,,Shortie/Boxer,Highwaisted,Yellow ,Thank you
2021-08-24 01:41:10.916,18 - 24,Innie,No,Yes,Yes,Yes,,Thong,Midrise,,
2021-08-24 01:41:24.464,Under 18,Innie,Yes,Yes,Yes,No,,Thong,Midrise,,
2021-08-24 01:42:53.501,25 - 32,Innie,Yes,Yes,Yes,Yes,,Brief,Highwaisted,High waisted briefs would be amazing! Would love something in pastel yellow/orange. ,
2021-08-24 01:43:04.917,18 - 24,Innie,Yes,Yes,Yes,No,,Thong,Highwaisted,,
2021-08-24 01:45:13.951,18 - 24,Innie,No,No,Yes,No,,Thong,Midrise,,
